"","Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","destination_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe","submitted_species_name","name_validation","score","data_source_title"
"501","testing3 - delete this please","Present",3,">10cm","testing - delete this please","testing - delete this please","Malawi","Wells for Zoe","Control","Control","30x30",5245,2401,"main","Normal_30x30_2",NA,NA,0,1,NA,"Other","testing3 - delete this please","Needs Review",NA,NA
"502","testing4 - delete this please","don_t_know",4,">10cm","testing - delete this please","testing - delete this please","Malawi","Wells for Zoe","Control","Control","30x30",5246,2401,"main","Normal_30x30_2",NA,NA,0,1,NA,"Other","testing4 - delete this please","Needs Review",NA,NA
"503","Izote","Present",1,">10cm","1508","1508","Mexico","CUCOS","Restoration","Restoration","30x30",5248,2436,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x4","Y0","Izote","Needs Review",NA,NA
"504","Palo de ropa","Present",2,">10cm","1508","1508","Mexico","CUCOS","Restoration","Restoration","30x30",5249,2436,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x4","Y0","Palo de ropa","Needs Review",NA,NA
"505","Cuil chocolate","Present",1,">10cm","1508","1508","Mexico","CUCOS","Restoration","Restoration","30x30",5250,2436,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x4","Y0","Cuil chocolate","Needs Review",NA,NA
"506","Palos e cobré","Present",2,">10cm","1508","1508","Mexico","CUCOS","Restoration","Restoration","30x30",5251,2436,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x4","Y0","Palos e cobré","Needs Review",NA,NA
"507","Chamicillo","Present",4,">10cm","1507","1507","Mexico","CUCOS","Restoration","Restoration","30x30",5253,2437,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Chamicillo","Needs Review",NA,NA
"508","Cobre","Present",3,">10cm","1507","1507","Mexico","CUCOS","Restoration","Restoration","30x30",5254,2437,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Cobre","Needs Review",NA,NA
"509","Cuil chocolate","Present",3,">10cm","1507","1507","Mexico","CUCOS","Restoration","Restoration","30x30",5255,2437,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Cuil chocolate","Needs Review",NA,NA
"510","Palo de ropa","naturally_regenerating",1,">10cm","1507","1507","Mexico","CUCOS","Restoration","Restoration","30x30",5256,2437,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Palo de ropa","Needs Review",NA,NA
"511","Palo achiote silvestre","Present",2,">10cm","1302","1302_1","Mexico","UCIRI","Restoration","Restoration","30x30",5258,2438,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo achiote silvestre","Needs Review",NA,NA
"512","Palo de pajarito","Present",4,">10cm","1286","1286_1","Mexico","UCIRI","Restoration","Restoration","30x30",5267,2440,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"513","Palo de achiote silvestre","Present",1,">10cm","1302","1302_1","Mexico","UCIRI","Restoration","Restoration","30x30",5283,2442,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de achiote silvestre","Needs Review",NA,NA
"514","Palo de canela silvestre","Present",4,">10cm","1302","1302_1","Mexico","UCIRI","Restoration","Restoration","30x30",5287,2443,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"515","Palo de achiote silvestre","Present",4,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5290,2444,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de achiote silvestre","Needs Review",NA,NA
"516","Palo de achiote silvestre","Present",2,">10cm","1302","1302_1","Mexico","UCIRI","Restoration","Restoration","30x30",5299,2445,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de achiote silvestre","Needs Review",NA,NA
"517","Palo de canela","Present",5,">10cm","1302","1302_1","Mexico","UCIRI","Restoration","Restoration","30x30",5300,2445,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de canela","Needs Review",NA,NA
"518","Palo de canela","Present",1,">10cm","1302","1302_1","Mexico","UCIRI","Restoration","Restoration","30x30",5302,2446,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de canela","Needs Review",NA,NA
"519","0",NA,0,NA,"1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5318,2448,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","0","Needs Review",NA,NA
"520","Palo de canela silvestre","Present",1,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5322,2449,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"521","Palo de achiote silvestre","Present",1,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5325,2449,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de achiote silvestre","Needs Review",NA,NA
"522","Palo de pajarito","Present",5,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5327,2450,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"523","Palo de canela silvestre","Present",4,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5330,2450,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"524","Palo de pajarito","Present",2,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5336,2451,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"525","Palo de pajarito","Present",4,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5338,2452,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"526","Cobre","Present",1,">10cm","1509","1509","Mexico","CUCOS","Restoration","Restoration","30x30",5342,2453,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Cobre","Needs Review",NA,NA
"527","Chamicillo","Present",3,">10cm","1509","1509","Mexico","CUCOS","Restoration","Restoration","30x30",5343,2453,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Chamicillo","Needs Review",NA,NA
"528","Palo de ropa","Present",2,">10cm","1509","1509","Mexico","CUCOS","Restoration","Restoration","30x30",5344,2453,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Palo de ropa","Needs Review",NA,NA
"529","Aguacatillo","Present",2,">10cm","1512","1512","Mexico","CUCOS","Restoration","Restoration","30x30",5345,2454,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Aguacatillo","Needs Review",NA,NA
"530","Cobre","Present",2,">10cm","1512","1512","Mexico","CUCOS","Restoration","Restoration","30x30",5346,2454,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Cobre","Needs Review",NA,NA
"531","Chamisillo","Present",6,">10cm","1512","1512","Mexico","CUCOS","Restoration","Restoration","30x30",5347,2454,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Chamisillo","Needs Review",NA,NA
"532","Encino","Present",2,">10cm","1512","1512","Mexico","CUCOS","Restoration","Restoration","30x30",5349,2454,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Encino","Needs Review",NA,NA
"533","Huanche","Present",10,">10cm","1487","1487","Mexico","CUCOS","Restoration","Restoration","30x30",5350,2455,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x3","Y0","Huanche","Needs Review",NA,NA
"534","Nanche","Present",2,">10cm","1487","1487","Mexico","CUCOS","Restoration","Restoration","30x30",5351,2455,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x3","Y0","Nanche","Needs Review",NA,NA
"535","Huarumbo","Present",3,">10cm","1487","1487","Mexico","CUCOS","Restoration","Restoration","30x30",5352,2455,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x3","Y0","Huarumbo","Needs Review",NA,NA
"536","Guanabana","Present",2,">10cm","1487","1487","Mexico","CUCOS","Restoration","Restoration","30x30",5353,2455,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x3","Y0","Guanabana","Needs Review",NA,NA
"537","Aguacate","Present",3,">10cm","1487","1487","Mexico","CUCOS","Restoration","Restoration","30x30",5354,2455,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x3","Y0","Aguacate","Needs Review",NA,NA
"538","Palo de ropa","Present",8,">10cm","1476","1476","Mexico","CUCOS","Restoration","Restoration","30x30",5356,2456,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Palo de ropa","Needs Review",NA,NA
"539","Chamicillo","Present",12,">10cm","1476","1476","Mexico","CUCOS","Restoration","Restoration","30x30",5357,2456,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Chamicillo","Needs Review",NA,NA
"540","Cobre","Present",5,">10cm","1476","1476","Mexico","CUCOS","Restoration","Restoration","30x30",5358,2456,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Cobre","Needs Review",NA,NA
"541","Cuil chocolate","Present",1,">10cm","1476","1476","Mexico","CUCOS","Restoration","Restoration","30x30",5359,2456,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Cuil chocolate","Needs Review",NA,NA
"542","Huanche","Present",1,">10cm","1476","1476","Mexico","CUCOS","Restoration","Restoration","30x30",5360,2456,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Huanche","Needs Review",NA,NA
"543","Aguacate","Present",4,">10cm","_1 Godofredo m","0_1","Mexico","UCIRI","Restoration","Restoration","30x30",5364,2457,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Aguacate","Needs Review",NA,NA
"544","Mano de León","Present",2,">10cm","_1 Godofredo m","0_1","Mexico","UCIRI","Restoration","Restoration","30x30",5366,2457,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Mano de León","Needs Review",NA,NA
"545","Tachuela","Present",1,">10cm","_1 Godofredo m","0_1","Mexico","UCIRI","Restoration","Restoration","30x30",5367,2457,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Tachuela","Needs Review",NA,NA
"546","Madrecacao","Present",1,">10cm","_1 Godofredo m","0_1","Mexico","UCIRI","Restoration","Restoration","30x30",5368,2457,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Madrecacao","Needs Review",NA,NA
"547","Ciruela morado","naturally_regenerating",2,">10cm","_1 Godofredo m","0_1","Mexico","UCIRI","Restoration","Restoration","30x30",5369,2457,"main","Normal_30x30_2",NA,"Permanent",0,0,"2 m por 2 m","Y0","Ciruela morado","Needs Review",NA,NA
"548","Mumato","Present",2,">10cm","1607","1607","Mexico","CUCOS","Restoration","Restoration","30x30",5370,2458,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Mumato","Needs Review",NA,NA
"549","Guanche","Present",4,">10cm","1607","1607","Mexico","CUCOS","Restoration","Restoration","30x30",5371,2458,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Guanche","Needs Review",NA,NA
"550","Aguacatillo","Present",1,">10cm","1607","1607","Mexico","CUCOS","Restoration","Restoration","30x30",5372,2458,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Aguacatillo","Needs Review",NA,NA
"551","Cuil","Present",4,">10cm","1610","1610","Mexico","CUCOS","Restoration","Restoration","30x30",5373,2459,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Cuil","Needs Review",NA,NA
"552","Mamey","Present",2,">10cm","1610","1610","Mexico","CUCOS","Restoration","Restoration","30x30",5374,2459,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Mamey","Needs Review",NA,NA
"553","Huarumbo","naturally_regenerating",2,">10cm","1610","1610","Mexico","CUCOS","Restoration","Restoration","30x30",5375,2459,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Huarumbo","Needs Review",NA,NA
"554","Guanche","Present",3,">10cm","1606","1606","Mexico","CUCOS","Restoration","Restoration","30x30",5377,2460,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Guanche","Needs Review",NA,NA
"555","Coralillo","Present",2,">10cm","1606","1606","Mexico","CUCOS","Restoration","Restoration","30x30",5378,2460,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Coralillo","Needs Review",NA,NA
"556","Aguacate","Present",2,">10cm","1606","1606","Mexico","CUCOS","Restoration","Restoration","30x30",5380,2460,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x4","Y0","Aguacate","Needs Review",NA,NA
"557","Cuanacasle","Present",1,">10cm","1609","1609","Mexico","CUCOS","Restoration","Restoration","30x30",5381,2461,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x5","Y0","Cuanacasle","Needs Review",NA,NA
"558","Ciruela de obo","Present",2,">10cm","1609","1609","Mexico","CUCOS","Restoration","Restoration","30x30",5382,2461,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x5","Y0","Ciruela de obo","Needs Review",NA,NA
"559","Palo de piedra","Present",3,">10cm","1609","1609","Mexico","CUCOS","Restoration","Restoration","30x30",5383,2461,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x5","Y0","Palo de piedra","Needs Review",NA,NA
"560","Macuil","Present",2,">10cm","1609","1609","Mexico","CUCOS","Restoration","Restoration","30x30",5384,2461,"main","Normal_30x30_2",NA,"Permanent",0,0,"4x5","Y0","Macuil","Needs Review",NA,NA
"561","Palo de hoja seca","Present",1,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5389,2462,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de hoja seca","Needs Review",NA,NA
"562","Palo de canela silvestre","Present",2,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5403,2464,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"563","Palo de canela","Present",3,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5406,2465,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de canela","Needs Review",NA,NA
"564","Palo de pajarito","Present",6,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5409,2465,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"565","Palo de hormiga","Present",1,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5410,2465,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de hormiga","Needs Review",NA,NA
"566","Palo de canela silvestre","Present",4,">10cm","1305","1305_1","Mexico","UCIRI","Restoration","Restoration","30x30",5417,2466,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"567","0","Present",0,">10cm","1290","1290_1","Mexico","UCIRI","Restoration","Restoration","30x30",5428,2467,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","0","Needs Review",NA,NA
"568","0",NA,0,NA,"1290","1290_1","Mexico","UCIRI","Restoration","Restoration","30x30",5429,2467,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","0","Needs Review",NA,NA
"569","0",NA,0,NA,"1290","1290_1","Mexico","UCIRI","Restoration","Restoration","30x30",5430,2467,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","0","Needs Review",NA,NA
"570","Palo de achiote silvestre","Present",1,">10cm","1290","1290_1","Mexico","UCIRI","Restoration","Restoration","30x30",5435,2468,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de achiote silvestre","Needs Review",NA,NA
"571","Palo de achiote silvestre","Present",1,">10cm","1290","1290_1","Mexico","UCIRI","Restoration","Restoration","30x30",5442,2469,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de achiote silvestre","Needs Review",NA,NA
"572","Palo de pajarito","Present",2,">10cm","1290","1290_1","Mexico","UCIRI","Restoration","Restoration","30x30",5443,2469,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"573","Pata de gallo","Present",1,">10cm","1290","1290_1","Mexico","UCIRI","Restoration","Restoration","30x30",5450,2470,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Pata de gallo","Needs Review",NA,NA
"574","Palo de pajarito","Present",3,">10cm","1286","1286_1","Mexico","UCIRI","Restoration","Restoration","30x30",5453,2471,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"575","Palo de pajarito","Present",2,">10cm","1295","1295_1","Mexico","UCIRI","Restoration","Restoration","30x30",5472,2474,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por m","Y0","Palo de pajarito","Needs Review",NA,NA
"576","Palo de pajarito","Present",3,">10cm","1293","1293_1","Mexico","UCIRI","Restoration","Restoration","30x30",5481,2475,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"577","Palo de canela silvestre","Present",4,">10cm","1289","1289_1","Mexico","UCIRI","Restoration","Restoration","30x30",5492,2477,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"578","Palo de canela silvestre","Present",3,">10cm","1294","1294_1","Mexico","UCIRI","Restoration","Restoration","30x30",5498,2478,"main","Normal_30x30_2",NA,"Permanent",0,0,"los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"579","Palo de pajarito","Present",1,">10cm","1294","1294_1","Mexico","UCIRI","Restoration","Restoration","30x30",5499,2478,"main","Normal_30x30_2",NA,"Permanent",0,0,"los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"580","Palo de canela silvestre","Present",4,">10cm","1285","1285_1","Mexico","UCIRI","Restoration","Restoration","30x30",5507,2480,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"581","Palo de leche amarillo","Present",1,">10cm","1308","1308_1","Mexico","UCIRI","Restoration","Restoration","30x30",5519,2482,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de leche amarillo","Needs Review",NA,NA
"582","Pata del gallo","Present",1,">10cm","1308","1308_1","Mexico","UCIRI","Restoration","Restoration","30x30",5521,2482,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Pata del gallo","Needs Review",NA,NA
"583","Palo de canela silvestre","Present",2,">10cm","1308","1308_1","Mexico","UCIRI","Restoration","Restoration","30x30",5529,2483,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"584","Palo de pajarito","Present",15,">10cm","1304","1304_1","Mexico","UCIRI","Restoration","Restoration","30x30",5536,2485,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"585","Palo de pajarito","Present",6,">10cm","1304","1304_1","Mexico","UCIRI","Restoration","Restoration","30x30",5542,2486,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"586","Palo de canela silvestre","Present",3,">10cm","1295","1295_1","Mexico","UCIRI","Restoration","Restoration","30x30",5553,2489,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"587","Palo de canela silvestre","Present",2,">10cm","1293","1293_1","Mexico","UCIRI","Restoration","Restoration","30x30",5555,2490,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"588","Palo de pajarito","Present",2,">10cm","1287","1287_1","Mexico","UCIRI","Restoration","Restoration","30x30",5565,2491,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"589","Palo de canela silvestre","Present",3,">10cm","1288","1288_1","Mexico","UCIRI","Restoration","Restoration","30x30",5572,2492,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"590","Palo de canela silvestre","Present",2,">10cm","1288","2288_1","Mexico","UCIRI","Restoration","Restoration","30x30",5578,2493,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"591","Palo de canela silvestre","Present",2,">10cm","1286","1286_1","Mexico","UCIRI","Restoration","Restoration","30x30",5581,2494,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los se sembraron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"592","Palo de pajarito","Present",1,">10cm","1286","1286_1","Mexico","UCIRI","Restoration","Restoration","30x30",5584,2494,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los se sembraron con una separación de 2 m por 2 m","Y0","Palo de pajarito","Needs Review",NA,NA
"593","Palo de canela silvestre","Present",1,">10cm","1291","1291_1","Mexico","UCIRI","Restoration","Restoration","30x30",5599,2497,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se plantaron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"594","Palo de canela silvestre","Present",1,">10cm","1291","1291_1","Mexico","UCIRI","Restoration","Restoration","30x30",5608,2498,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"595","Pata de gallo","Present",1,">10cm","1309","1309_1","Mexico","UCIRI","Restoration","Restoration","30x30",5620,2500,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Pata de gallo","Needs Review",NA,NA
"596","Pata de gallo","Present",1,">10cm","1307","1307_1","Mexico","UCIRI","Restoration","Restoration","30x30",5625,2501,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Pata de gallo","Needs Review",NA,NA
"597","Palo de canela silvestre","Present",1,">10cm","1310","1310_1","Mexico","UCIRI","Restoration","Restoration","30x30",5634,2502,"main","Normal_30x30_2",NA,"Permanent",0,0,"Los árboles se sembraron con una separación de 2 m por 2 m","Y0","Palo de canela silvestre","Needs Review",NA,NA
"598","Clericidias","Present",3,">10cm","S03","P583","Guatemala","Fedecovera","Restoration","Restoration","30x30",5637,2503,"main","Normal_30x30_2",NA,"Permanent",1,0,"5*5","Y0","Clericidias","Needs Review",NA,NA
"599","Secropia","Present",1,">10cm","S03","P583","Guatemala","Fedecovera","Restoration","Restoration","30x30",5638,2503,"main","Normal_30x30_2",NA,"Permanent",1,0,"5*5","Y0","Secropia","Needs Review",NA,NA
"600","Clerisidia sp","Present",3,">10cm","S03","P592","Guatemala","Fedecovera","Restoration","Restoration","30x30",5640,2504,"main","Normal_30x30_2",NA,"Permanent",0,0,"5x5","Y0","Clerisidia sp","Needs Review",NA,NA
"601","Calistemo","Present",2,">10cm","S03","P595","Guatemala","Fedecovera","Restoration","Restoration","30x30",5644,2506,"main","Normal_30x30_2",NA,"Permanent",1,0,"5x5m","Y0","Calistemo","Needs Review",NA,NA
"602",NA,NA,0,NA,"S03","P546","Guatemala","Fedecovera","Restoration","Restoration","30x30",5665,2514,"main","Normal_30x30_2",NA,"Permanent",1,0,"5x5m","Y0",NA,"Needs Review",NA,NA
"603","Ingas sp","Present",8,">10cm","S17","P580","Guatemala","Fedecovera","Restoration","Restoration","30x30",5691,2527,"main","Normal_30x30_2",NA,"Permanent",0,0,"5*5","Y0","Ingas sp","Needs Review",NA,NA
"604","No",NA,NA,NA,"S17","P581","Guatemala","Fedecovera","Restoration","Restoration","30x30",5693,2528,"main","Normal_30x30_2",NA,"Permanent",0,0,"5*5","Y0","No","Needs Review",NA,NA
"605","Ingas sp","Present",3,">10cm","S17","P560","Guatemala","Fedecovera","Restoration","Restoration","30x30",5694,2529,"main","Normal_30x30_2",NA,"Permanent",0,0,"5*5","Y0","Ingas sp","Needs Review",NA,NA
"606","Ingas sp","Present",3,">10cm","S17","P535","Guatemala","Fedecovera","Restoration","Restoration","30x30",5697,2532,"main","Normal_30x30_2",NA,"Permanent",0,0,"5*5","Y0","Ingas sp","Needs Review",NA,NA
"607","0",NA,0,NA,"S03","P534","Guatemala","Fedecovera","Restoration","Restoration","30x30",5699,2534,"main","Normal_30x30_2",NA,"Permanent",0,0,"5*5","Y0","0","Needs Review",NA,NA
"608","Ingas sp","Present",3,">10cm","S03","P521","Guatemala","Fedecovera","Restoration","Restoration","30x30",5701,2535,"main","Normal_30x30_2",NA,"Permanent",0,0,"5*5","Y0","Ingas sp","Needs Review",NA,NA
"609","Laurel","Present",1,">10cm","S03","P513","Guatemala","Fedecovera","Restoration","Restoration","30x30",5704,2537,"main","Normal_30x30_2",NA,"Permanent",0,0,"5*5","Y0","Laurel","Needs Review",NA,NA
"610","Ingas sp","Present",1,">10cm","S03","P513","Guatemala","Fedecovera","Restoration","Restoration","30x30",5705,2537,"main","Normal_30x30_2",NA,"Permanent",0,0,"5*5","Y0","Ingas sp","Needs Review",NA,NA
"611","Ingas sp","Present",3,">10cm","S03","P497","Guatemala","Fedecovera","Restoration","Restoration","30x30",5709,2539,"main","Normal_30x30_2",NA,"Permanent",1,0,"5*5","Y0","Ingas sp","Needs Review",NA,NA
