"","Species","Tree_Type","Tree_Count","size_class","Site_ID","Plot_ID","Country","Organization_Name","SiteType","Plot_Type","Plot_Size","tree_index","main_index","_parent_table_name","origin_table","destination_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","PlantingPattern","Timeframe","submitted_species_name","name_validation","score","data_source_title"
"125","Afromosia","planted",16,"<10cm planted","96","B10.7","DRC","Faja Lobi","Restoration","Restoration","30x30",1169,387,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Afromosia","Needs Review",NA,NA
"126","Afromosia","planted",1,"<10cm planted","96","B10.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1174,388,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Afromosia","Needs Review",NA,NA
"127","Afromosia","planted",9,"<10cm planted","96","B10.10","DRC","Faja Lobi","Restoration","Restoration","30x30",1177,389,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Afromosia","Needs Review",NA,NA
"128","Afromosia","planted",16,"<10cm planted","96","B9.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1182,390,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Afromosia","Needs Review",NA,NA
"129","Assang","planted",17,"<10cm planted","96","B9.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1186,391,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Assang","Needs Review",NA,NA
"130","Onkok","planted",4,"<10cm planted","96","B9.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1191,391,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Onkok","Needs Review",NA,NA
"131","Ngumba mindele","planted",1,"<10cm planted","96","B9.4","DRC","Faja Lobi","Restoration","Restoration","30x30",1202,393,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Ngumba mindele","Needs Review",NA,NA
"132","Assang","planted",1,"<10cm planted","96","B9.5","DRC","Faja Lobi","Restoration","Restoration","30x30",1208,394,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Assang","Needs Review",NA,NA
"133","Nguba mindele","planted",3,"<10cm planted","96","B9.7","DRC","Faja Lobi","Restoration","Restoration","30x30",1219,396,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Nguba mindele","Needs Review",NA,NA
"134","Safout foret","planted",1,"<10cm planted","96","B1","DRC","Faja Lobi","Restoration","Restoration","30x30",1224,397,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Safout foret","Needs Review",NA,NA
"135","Safout foret","planted",1,"<10cm planted","96","B10.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1229,398,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Safout foret","Needs Review",NA,NA
"136","Padouk","planted",12,"<10cm planted","96","B1.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1231,399,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Padouk","Needs Review",NA,NA
"137","Ngumba","planted",14,"<10cm planted","96","B1.4","DRC","Faja Lobi","Restoration","Restoration","30x30",1239,400,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Ngumba","Needs Review",NA,NA
"138","Ngylo","planted",3,"<10cm planted","96","B1.9","DRC","Faja Lobi","Restoration","Restoration","30x30",1261,404,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Ngylo","Needs Review",NA,NA
"139","Ngylo","planted",1,"<10cm planted","96","B1.10","DRC","Faja Lobi","Restoration","Restoration","30x30",1267,405,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Ngylo","Needs Review",NA,NA
"140","Nonoka","Present",2,">10cm","1797","ASVCO54 AUTO","Madagascar","CI Madagascar","Restoration","Control","30x30",1314,414,"main","Normal_30x30_2",NA,NA,0,2,NA,"Y0","Nonoka","Needs Review",NA,NA
"141","Kisaka","Present",1,">10cm","1797","ASVCO54 AUTO","Madagascar","CI Madagascar","Restoration","Control","30x30",1315,414,"main","Normal_30x30_2",NA,NA,0,2,NA,"Y0","Kisaka","Needs Review",NA,NA
"142","None",NA,NA,NA,"1797","S0054CP02","Madagascar","CI Madagascar","Restoration","Control","30x30",1316,415,"main","Normal_30x30_2",NA,NA,0,2,NA,"Y0","None","Needs Review",NA,NA
"143","None",NA,NA,NA,"1797","SOO54CP01","Madagascar","CI Madagascar","Restoration","Control","30x30",1317,416,"main","Normal_30x30_2",NA,NA,0,2,NA,"Y0","None","Needs Review",NA,NA
"144","Pas darbres plus de 10cm",NA,NA,NA,"1835","S0092CP01","Madagascar","CI Madagascar","Restoration","Control","30x30",1319,418,"main","Normal_30x30_2",NA,NA,0,0,NA,"Y0","Pas d'arbres plus de 10cm","Needs Review",NA,NA
"145","None",NA,NA,NA,"1808","S0065CP01","Madagascar","CI Madagascar","Restoration","Control","30x30",1320,419,"main","Normal_30x30_2",NA,NA,0,2,NA,"Y0","None","Needs Review",NA,NA
"146","Nonoka","Present",1,">10cm","1758","S0015MP01","Madagascar","CI Madagascar","Restoration","Restoration","30x30",1322,420,"main","Normal_30x30_2",NA,"Permanent",0,2,"2mm","Y0","Nonoka","Needs Review",NA,NA
"147","Saf de la forêt","planted",NA,"<10cm planted","96","B3.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1327,421,"main","Normal_30x30_2",NA,"Permanent",0,0,"2,5x3","Y0","Saf de la forêt","Needs Review",NA,NA
"148","Nsaf de la forêt","planted",1,"<10cm planted","96","B2.16","DRC","Faja Lobi","Restoration","Restoration","30x30",1340,423,"main","Normal_30x30_2",NA,"Permanent",0,0,"2,5x3","Y0","Nsaf de la forêt","Needs Review",NA,NA
"149","Nsaf de la forêt","planted",21,"<10cm planted","96","B2.1","DRC","Faja Lobi","Restoration","Restoration","30x30",1348,425,"main","Normal_30x30_2",NA,"Permanent",0,0,"2,5x3","Y0","Nsaf de la forêt","Needs Review",NA,NA
"150","Nsaf de la forêt","planted",1,"<10cm planted","96","B2.2","DRC","Faja Lobi","Restoration","Restoration","30x30",1356,426,"main","Normal_30x30_2",NA,"Permanent",0,0,"2,5x3","Y0","Nsaf de la forêt","Needs Review",NA,NA
"151","Leucena cena 1","planted",NA,"<10cm planted","95","Bloc 9","DRC","Faja Lobi","Restoration","Restoration","30x30",1682,471,"main","Normal_30x30_2",NA,"Permanent",0,0,"2,5m sur 3m","Y0","Leucena cena 1","Needs Review",NA,NA
"152","Cekyoprodes","planted",4,"<10cm planted","95","2.3","DRC","Faja Lobi","Restoration","Restoration","30x30",1925,490,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Cekyoprodes","Needs Review",NA,NA
"153","Cekioprodes","planted",5,"<10cm planted","95","2.4","DRC","Faja Lobi","Restoration","Restoration","30x30",1927,491,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Cekioprodes","Needs Review",NA,NA
"154","Cekioprodes","planted",7,"<10cm planted","95","2.5","DRC","Faja Lobi","Restoration","Restoration","30x30",1991,497,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Cekioprodes","Needs Review",NA,NA
"155","Laecena cena","planted",5,"<10cm planted","95","2.6","DRC","Faja Lobi","Restoration","Restoration","30x30",2009,499,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Laecena cena","Needs Review",NA,NA
"156","Cekioprodes","planted",9,"<10cm planted","95","2.9","DRC","Faja Lobi","Restoration","Restoration","30x30",2053,503,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Cekioprodes","Needs Review",NA,NA
"157","Cekioprodes","planted",2,"<10cm planted","95","2.11","DRC","Faja Lobi","Restoration","Restoration","30x30",2083,507,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Cekioprodes","Needs Review",NA,NA
"158","Nguba mindele","planted",5,"<10cm planted","95","2.12","DRC","Faja Lobi","Restoration","Restoration","30x30",2087,508,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Nguba mindele","Needs Review",NA,NA
"159","Mwana mpembe","planted",3,"<10cm planted","95","2.12","DRC","Faja Lobi","Restoration","Restoration","30x30",2093,508,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Mwana mpembe","Needs Review",NA,NA
"160","Afromosia","planted",9,"<10cm planted","95","Placette 3.7","DRC","Faja Lobi","Restoration","Restoration","30x30",2224,519,"main","Normal_30x30_2",NA,"Permanent",0,0,"2,5×3","Y0","Afromosia","Needs Review",NA,NA
"161","Bois noir 20Piptodeniastrum africanum","planted",18,"<10cm planted","96","3","DRC","Faja Lobi","Restoration","Restoration","30x30",2383,544,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Bois noir 20
Piptodeniastrum africanum","Needs Review",NA,NA
"162","5",NA,NA,NA,"96","1.5.6","DRC","Faja Lobi","Restoration","Restoration","30x30",2454,555,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","5","Needs Review",NA,NA
"163","Owes 29Bois noir 3Osing 4Maesopsi 9Casia ciamea 13Total 58",NA,NA,NA,"96","6","DRC","Faja Lobi","Restoration","Restoration","30x30",2573,575,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Owes 29
Bois noir 3
Osing 4
Maesopsi 9
Casia ciamea 13
Total 58","Needs Review",NA,NA
"164","Osing 40Bois noir 6Oniel 4Casia ciamea 4Owes 25Total 77",NA,NA,NA,"96","9","DRC","Faja Lobi","Restoration","Restoration","30x30",2586,578,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5×3","Y0","Osing 40
Bois noir 6
Oniel 4
Casia ciamea 4
Owes 25
Total 77","Needs Review",NA,NA
"165",NA,"planted",NA,"<10cm planted","95","1","DRC","Faja Lobi","Restoration","Restoration","30x30",2643,585,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x2.5m","Y0",NA,"Needs Review",NA,NA
"166",NA,"planted",NA,"<10cm planted","95","1","DRC","Faja Lobi","Restoration","Restoration","30x30",2645,585,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x2.5m","Y0",NA,"Needs Review",NA,NA
"167",NA,"planted",NA,"<10cm planted","95","1","DRC","Faja Lobi","Restoration","Restoration","30x30",2647,585,"main","Normal_30x30_2",NA,"Permanent",0,0,"3x2.5m","Y0",NA,"Needs Review",NA,NA
"168","Osing  2","planted",NA,"<10cm planted","95","1 .6","DRC","Faja Lobi","Restoration","Restoration","30x30",2736,598,"main","Normal_30x30_2",NA,"Permanent",0,0,"2,5 sur 3 m","Y0","Osing  2","Needs Review",NA,NA
"169","Menocardia","naturally_regenerating",6,">10cm","95","2. 14","DRC","Faja Lobi","Restoration","Restoration","30x30",2896,618,"main","Normal_30x30_2",NA,"Permanent",0,0,"2,5×3","Y0","Menocardia","Needs Review",NA,NA
"170","Menocardia","naturally_regenerating",2,">10cm","95","2","DRC","Faja Lobi","Restoration","Restoration","30x30",2925,621,"main","Normal_30x30_2",NA,"Permanent",0,0,"2,5 sur  3 m","Y0","Menocardia","Needs Review",NA,NA
"171",NA,"don_t_know",NA,">10cm","95","Iseme  bloque  2","DRC","Faja Lobi","Restoration","Restoration","30x30",2967,624,"main","Normal_30x30_2",NA,"Permanent",0,0,"2,5 ×3 m","Y0",NA,"Needs Review",NA,NA
"172","Kikos","Present",1,">10cm","95","Iseme  bloque  2","DRC","Faja Lobi","Restoration","Restoration","30x30",2968,624,"main","Normal_30x30_2",NA,"Permanent",0,0,"2,5 ×3 m","Y0","Kikos","Needs Review",NA,NA
"173","Lesena","planted",15,"<10cm planted","95","Iseme  bloque 2","DRC","Faja Lobi","Restoration","Restoration","30x30",2996,627,"main","Normal_30x30_2",NA,"Permanent",0,0,"2,5 sur 3m","Y0","Lesena","Needs Review",NA,NA
"174","Vermoxe","planted",1,"<10cm planted","95","Iseme  bloque 2","DRC","Faja Lobi","Restoration","Restoration","30x30",3004,627,"main","Normal_30x30_2",NA,"Permanent",0,0,"2,5 sur 3m","Y0","Vermoxe","Needs Review",NA,NA
"175","Bois noir",NA,33,NA,"96","8.4","DRC","Faja Lobi","Restoration","Restoration","30x30",3281,672,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5*3","Y0","Bois noir","Needs Review",NA,NA
"176","Bois noir 36",NA,NA,NA,"96","11","DRC","Faja Lobi","Restoration","Restoration","30x30",3328,680,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5*3","Y0","Bois noir 36","Needs Review",NA,NA
"177","Bois noir 50",NA,NA,NA,"96","12","DRC","Faja Lobi","Restoration","Restoration","30x30",3329,681,"main","Normal_30x30_2",NA,"Permanent",0,0,"2.5*3","Y0","Bois noir 50","Needs Review",NA,NA
"178","Nonoka","Present",1,">10cm","1758","S0015MP01","Madagascar","CI Madagascar","Restoration","Restoration","30x30",3915,741,"main","Normal_30x30_2",NA,"Permanent",0,2,"2 m","Y0","Nonoka","Needs Review",NA,NA
"179","ghh",NA,NA,NA,"1783","S0040MP1","Madagascar","Amadese","Restoration","Restoration","30x30",3918,743,"main","Normal_30x30_2",NA,"Permanent",2,0,"ghh","Y0","ghh","Needs Review",NA,NA
"180",NA,"don_t_know",0,">10cm","1851","S0108MP1","Madagascar","Taotsara","Restoration","Restoration","30x30",3919,745,"main","Normal_30x30_2",NA,"Permanent",0,0,"Les arbres ont été plantés avec un espacements de 2m fois 2 m","Y0",NA,"Needs Review",NA,NA
"181",NA,"planted",NA,"<10cm planted","1836","S0093MP10","Madagascar","Taotsara","Restoration","Restoration","30x30",3920,760,"main","Normal_30x30_2",NA,"Permanent",0,2,"6m sur 6m","Y0",NA,"Needs Review",NA,NA
"182",NA,NA,0,NA,"1877","S0134MP3","Madagascar","Taotsara","Restoration","Restoration","30x30",3925,809,"main","Normal_30x30_2",NA,"Permanent",0,0,"2m.2m","Y0",NA,"Needs Review",NA,NA
"183",NA,NA,0,NA,"1871","S0128MP1","Madagascar","Taotsara","Restoration","Restoration","30x30",3928,817,"main","Normal_30x30_2",NA,"Permanent",0,0,"2*2","Y0",NA,"Needs Review",NA,NA
"184",NA,NA,0,NA,"1830","S0087Mp6","Madagascar","Taotsara","Restoration","Restoration","30x30",3929,822,"main","Normal_30x30_2",NA,"Permanent",0,1,"3*3","Y0",NA,"Needs Review",NA,NA
"185",NA,NA,0,NA,"1830","S0087MP9","Madagascar","Taotsara","Restoration","Restoration","30x30",3930,826,"main","Normal_30x30_2",NA,"Permanent",0,2,"2m.2m","Y0",NA,"Needs Review",NA,NA
"186",NA,NA,0,NA,"1830","S087MP8","Madagascar","Taotsara","Restoration","Restoration","30x30",3931,829,"main","Normal_30x30_2",NA,"Permanent",0,1,"2m.2m","Y0",NA,"Needs Review",NA,NA
"187",NA,NA,0,NA,"1862","S0119MP13","Madagascar","Taotsara","Restoration","Restoration","30x30",3932,831,"main","Normal_30x30_2",NA,"Permanent",0,2,"2m.2m","Y0",NA,"Needs Review",NA,NA
"188",NA,NA,0,NA,"1862","S0119MP14","Madagascar","Taotsara","Restoration","Restoration","30x30",3933,832,"main","Normal_30x30_2",NA,"Permanent",0,2,"7m.7m","Y0",NA,"Needs Review",NA,NA
"189",NA,"don_t_know",0,">10cm","1862","S0119MP17","Madagascar","Taotsara","Restoration","Restoration","30x30",3934,841,"main","Normal_30x30_2",NA,"Permanent",0,2,"2m.2m","Y0",NA,"Needs Review",NA,NA
"190","À",NA,NA,NA,"1869","S0126MP3","Madagascar","Taotsara","Restoration","Restoration","30x30",3935,845,"main","Normal_30x30_2",NA,"Permanent",0,0,"2*2","Y0","À","Needs Review",NA,NA
"191",NA,"don_t_know",NA,">10cm","1862","S0119MP4","Madagascar","Taotsara","Restoration","Restoration","30x30",3936,851,"main","Normal_30x30_2",NA,"Permanent",0,0,"2*2","Y0",NA,"Needs Review",NA,NA
"192",NA,"don_t_know",NA,">10cm","1862","S0119MP4","Madagascar","Taotsara","Restoration","Restoration","30x30",3937,851,"main","Normal_30x30_2",NA,"Permanent",0,0,"2*2","Y0",NA,"Needs Review",NA,NA
"193",NA,"planted",NA,"<10cm planted","1830","S0087","Madagascar","Taotsara","Restoration","Restoration","30x30",3940,857,"main","Normal_30x30_2",NA,"Permanent",0,1,"2m.2m","Y0",NA,"Needs Review",NA,NA
"194",NA,"planted",NA,"<10cm planted","1830","S0087","Madagascar","Taotsara","Restoration","Restoration","30x30",3941,857,"main","Normal_30x30_2",NA,"Permanent",0,1,"2m.2m","Y0",NA,"Needs Review",NA,NA
"195",NA,"planted",NA,"<10cm planted","1830","S0087","Madagascar","Taotsara","Restoration","Restoration","30x30",3942,857,"main","Normal_30x30_2",NA,"Permanent",0,1,"2m.2m","Y0",NA,"Needs Review",NA,NA
"196",NA,"don_t_know",NA,">10cm","1851","S0108MP12","Madagascar","Taotsara","Restoration","Restoration","30x30",3943,858,"main","Normal_30x30_2",NA,"Permanent",0,2,"5m*5m","Y0",NA,"Needs Review",NA,NA
"197",NA,"don_t_know",NA,">10cm","1851","S0108MP15","Madagascar","Taotsara","Restoration","Restoration","30x30",3946,868,"main","Normal_30x30_2",NA,"Permanent",2,2,"6m*6m","Y0",NA,"Needs Review",NA,NA
"198",NA,"planted",NA,"<10cm planted","1851","S0108MP15","Madagascar","Taotsara","Restoration","Restoration","30x30",3947,868,"main","Normal_30x30_2",NA,"Permanent",2,2,"6m*6m","Y0",NA,"Needs Review",NA,NA
"199",NA,"don_t_know",NA,">10cm","1851","S0108MP72","Madagascar","Taotsara","Restoration","Restoration","30x30",3949,872,"main","Normal_30x30_2",NA,"Permanent",2,1,"2*2","Y0",NA,"Needs Review",NA,NA
"200",NA,"don_t_know",NA,">10cm","1851","S0108MP72","Madagascar","Taotsara","Restoration","Restoration","30x30",3950,872,"main","Normal_30x30_2",NA,"Permanent",2,1,"2*2","Y0",NA,"Needs Review",NA,NA
"201",NA,NA,0,NA,"1830","S0087MP3","Madagascar","Taotsara","Restoration","Restoration","30x30",3951,873,"main","Normal_30x30_2",NA,"Permanent",0,0,"2*2","Y0",NA,"Needs Review",NA,NA
"202",NA,NA,0,NA,"1830","S0087MP5","Madagascar","Taotsara","Restoration","Restoration","30x30",3952,874,"main","Normal_30x30_2",NA,"Permanent",0,0,"2*2","Y0",NA,"Needs Review",NA,NA
"203",NA,"don_t_know",NA,">10cm","1851","S0108","Madagascar","Taotsara","Restoration","Restoration","30x30",3968,926,"main","Normal_30x30_2",NA,"Permanent",0,2,"5m*5m","Y0",NA,"Needs Review",NA,NA
"204",NA,"don_t_know",0,">10cm","1851","S0108MP59","Madagascar","Taotsara","Restoration","Restoration","30x30",3971,937,"main","Normal_30x30_2",NA,"Permanent",0,0,"2m.2m","Y0",NA,"Needs Review",NA,NA
"205",NA,"planted",0,"<10cm planted","1851","S0108MP6","Madagascar","Taotsara","Restoration","Restoration","30x30",3972,941,"main","Normal_30x30_2",NA,"Permanent",0,2,"2m.2m","Y0",NA,"Needs Review",NA,NA
"206",NA,"don_t_know",1,">10cm","1851","S0108MP6","Madagascar","Taotsara","Restoration","Restoration","30x30",3973,941,"main","Normal_30x30_2",NA,"Permanent",0,2,"2m.2m","Y0",NA,"Needs Review",NA,NA
"207",NA,"don_t_know",0,">10cm","1851","S0108MP13","Madagascar","Taotsara","Restoration","Restoration","30x30",3974,954,"main","Normal_30x30_2",NA,"Permanent",0,2,"5m*5m","Y0",NA,"Needs Review",NA,NA
"208",NA,"don_t_know",0,">10cm","1851","S0108MP13","Madagascar","Taotsara","Restoration","Restoration","30x30",3975,954,"main","Normal_30x30_2",NA,"Permanent",0,2,"5m*5m","Y0",NA,"Needs Review",NA,NA
"209",NA,NA,2,NA,"1851","S0108MP9","Madagascar","Taotsara","Restoration","Restoration","30x30",3980,970,"main","Normal_30x30_2",NA,"Permanent",0,1,"2m.2m","Y0",NA,"Needs Review",NA,NA
"210",NA,"don_t_know",NA,">10cm","1851","S0108MP75","Madagascar","Taotsara","Restoration","Restoration","30x30",3981,972,"main","Normal_30x30_2",NA,"Permanent",0,2,"2*2","Y0",NA,"Needs Review",NA,NA
"211",NA,"don_t_know",NA,">10cm","1851","S0108MP75","Madagascar","Taotsara","Restoration","Restoration","30x30",3982,972,"main","Normal_30x30_2",NA,"Permanent",0,2,"2*2","Y0",NA,"Needs Review",NA,NA
"212",NA,"don_t_know",NA,">10cm","1851","S0108MP75","Madagascar","Taotsara","Restoration","Restoration","30x30",3983,972,"main","Normal_30x30_2",NA,"Permanent",0,2,"2*2","Y0",NA,"Needs Review",NA,NA
"213",NA,"don_t_know",NA,">10cm","1851","S0108MP75","Madagascar","Taotsara","Restoration","Restoration","30x30",3984,972,"main","Normal_30x30_2",NA,"Permanent",0,2,"2*2","Y0",NA,"Needs Review",NA,NA
"214",NA,"don_t_know",NA,">10cm","1851","S0108MP11","Madagascar","Taotsara","Restoration","Restoration","30x30",3985,979,"main","Normal_30x30_2",NA,"Permanent",0,2,"5m*5m","Y0",NA,"Needs Review",NA,NA
"215","Akondro","Present",1,">10cm","1873","S0130MP1","Madagascar","Taotsara","Restoration","Restoration","30x30",3986,985,"main","Normal_30x30_2",NA,"Permanent",0,0,"7*7","Y0","Akondro","Needs Review",NA,NA
"216",NA,"planted",NA,"<10cm planted","1851","S0108mp30","Madagascar","Taotsara","Restoration","Restoration","30x30",3991,1060,"main","Normal_30x30_2",NA,"Permanent",2,2,"3*3","Y0",NA,"Needs Review",NA,NA
"217",NA,"planted",NA,"<10cm planted","1851","S0108mp30","Madagascar","Taotsara","Restoration","Restoration","30x30",3992,1060,"main","Normal_30x30_2",NA,"Permanent",2,2,"3*3","Y0",NA,"Needs Review",NA,NA
"218",NA,"planted",NA,"<10cm planted","1851","S0108mp30","Madagascar","Taotsara","Restoration","Restoration","30x30",3993,1060,"main","Normal_30x30_2",NA,"Permanent",2,2,"3*3","Y0",NA,"Needs Review",NA,NA
"219",NA,"planted",NA,"<10cm planted","1851","S0108mp30","Madagascar","Taotsara","Restoration","Restoration","30x30",3994,1060,"main","Normal_30x30_2",NA,"Permanent",2,2,"3*3","Y0",NA,"Needs Review",NA,NA
