"Species","Tree_Type","size_class","Timeframe","Country","Organization_Name","Site_ID","Plot_ID","SiteType","Plot_Size","tree_index","main_index","_30x30_Plot_TreeIDNumber","_30X30_Plot_TreeTrunk","_30x30_Plot_TreeDBH","_parent_table_name","origin_table","Plot_Permanence","Resample_Main_Plot","Resample_3x3_Subplot","Restoration_Technique"
"Pouteria venosa","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",361,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Arapatiella psilophylla","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",362,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Pouteria venosa","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",363,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Syagrus botryophora","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",364,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Syagrus botryophora","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",365,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",366,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Vismia guianensis","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",367,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Margaritaria nobilis","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",368,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Desconhecida","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",369,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Inga edulis","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",370,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",371,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",372,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Pogonophora schomburgkiana","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",373,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Desconhecida 2","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",374,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Melanoxylon brauna","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",375,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",376,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Syagrus botryophora","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",377,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",378,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",379,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Byrsonima sericea","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",380,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Syagrus botryophora","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",381,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",382,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",383,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Pouteria venosa","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",384,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Annona silvestris","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",385,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Melanoxylon brauna","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",386,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Vismia guianensis","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",387,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Vismia guianensis","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",388,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Pogonophora schomburgkiana","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",389,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Melanoxylon brauna","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",390,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",391,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Margaritaria nobilis","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",392,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Pera glabrata","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",393,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Lecythis lurida","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",394,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Annona silvestris","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",395,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Andira anthelmia","Present",">10cm","Y2.5","Brazil","GANB","PRN3 - 165ha","PRN3 - 165ha","Restoration","30x30",396,21,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Byrsonima sericea","Present",">10cm","Y2.5","Brazil","GANB","PRN1 - 165ha","PRN1- 165ha","Restoration","30x30",397,22,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Byrsonima sericea","Present",">10cm","Y2.5","Brazil","GANB","PRN1 - 165ha","PRN1- 165ha","Restoration","30x30",398,22,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Terminalia dichotoma","Present",">10cm","Y2.5","Brazil","GANB","PRN1 - 165ha","PRN1- 165ha","Restoration","30x30",399,22,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Byrsonima sericea","Present",">10cm","Y2.5","Brazil","GANB","PRN1 - 165ha","PRN1- 165ha","Restoration","30x30",400,22,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Byrsonima sericea","Present",">10cm","Y2.5","Brazil","GANB","PRN1 - 165ha","PRN1- 165ha","Restoration","30x30",401,22,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Byrsonima sericea","Present",">10cm","Y2.5","Brazil","GANB","PRN1 - 165ha","PRN1- 165ha","Restoration","30x30",402,22,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Byrsonima sericea","Present",">10cm","Y2.5","Brazil","GANB","PRN1 - 165ha","PRN1- 165ha","Restoration","30x30",403,22,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Byrsonima sericea","Present",">10cm","Y2.5","Brazil","GANB","PRN1 - 165ha","PRN1- 165ha","Restoration","30x30",404,22,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","0","Não houve plantio"
"Casearia sylvestris","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",405,23,1,1,11.8,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",406,23,2,1,10.2,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Bauhinia longifolia","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",407,23,3,1,10.9,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Bauhinia longifolia","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",408,23,4,1,13.1,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Vismia martiniana","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",409,23,5,1,11.9,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Vismia martiniana","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",410,23,6,1,13.7,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",411,23,7,1,10.8,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",412,23,8,1,11.9,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Annona silvestris","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",413,23,9,1,10.6,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",414,23,10,1,10.5,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",415,23,11,1,10.7,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Nectandra sp","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",416,23,12,1,12.9,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Thyrsodium spruceanum","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",417,23,13,1,13.4,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",418,23,14,1,17,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Thyrsodium spruceanum","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",419,23,15,1,10.1,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",420,23,16,1,13.5,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Bauhinia longifolia","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",421,23,17,1,11.9,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",422,23,18,1,14.2,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",423,23,19,1,10.3,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",424,23,20,1,14.8,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",425,23,20,2,12.9,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Jacaranda ulei","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",426,23,21,1,10.6,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",427,23,22,1,14.7,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",428,23,22,2,14.2,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Xylopia aromatica","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",429,23,23,1,17.9,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Casearia sylvestris","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",430,23,24,1,10.1,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Annona silvestris","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",431,23,25,1,17.9,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Attalea funifera","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",432,23,26,1,18.4,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Ormosia sp","Present",">10cm","Y2.5","Brazil","GANB","PRN4 - 165ha","PRN4 - 165ha","Restoration","30x30",433,23,27,1,28.5,"main","_30x30_Plot_Repeat","Permanent","0","1","Não houve plantio"
"Testus Speciesus","Present",">10cm","Y0","Brazil","EMA","999","999-1","Restoration","30x30",434,24,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","4 by 4 meters"
"Anotherus testus (seeing what happens when same tree number is used)","Present",">10cm","Y0","Brazil","EMA","999","999-1","Restoration","30x30",435,24,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","4 by 4 meters"
"Pretendus arbolus","Present",">10cm","Y0","Brazil","EMA","999","999-1","Restoration","30x30",436,24,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","4 by 4 meters"
"Pretendus arbolus","Present",">10cm","Y0","Brazil","EMA","999","999-1","Restoration","30x30",437,24,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","0","1","4 by 4 meters"
"tree test","Present",">10cm","Y0","Brazil","EMA","777","777-1","Restoration","30x30",438,26,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","1","2","6x3"
"tree 2 test","Present",">10cm","Y0","Brazil","EMA","777","777-1","Restoration","30x30",439,26,NA,NA,NA,"main","_30x30_Plot_Repeat","Permanent","1","2","6x3"
