"","tree_data._index","tree_data._parent_index","tree_data._parent_table_name","tree_data.Data_type","tree_data.Number_of_trees","tree_data.Species","tree_data.Tree_type","tree_data.plot_type","tree_data._parent_table"
"1651",1,6,NA,"begin_repeat_ztsNCjoPm","2","Prunus avium","Present","30x30m","main"
"1652",1,7,NA,"begin_repeat_ztsNCjoPm","5","Prunus avium","Present","30x30m","main"
"1653",1,8,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1654",1,9,NA,"begin_repeat_ztsNCjoPm","3","Quercy robur","Present","30x30m","main"
"1655",2,9,NA,"begin_repeat_ztsNCjoPm","1","Populus","Present","30x30m","main"
"1656",3,9,NA,"begin_repeat_ztsNCjoPm","1","Prunus avium","Present","30x30m","main"
"1657",1,10,NA,"begin_repeat_ztsNCjoPm","1","Quercus","Present","30x30m","main"
"1658",1,11,NA,"begin_repeat_ztsNCjoPm","2","Quercus","Present","30x30m","main"
"1659",1,12,NA,"begin_repeat_ztsNCjoPm","2","Quercua","Present","30x30m","main"
"1660",1,13,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1661",1,14,NA,"begin_repeat_ztsNCjoPm","3","Quercus","Present","30x30m","main"
"1662",1,15,NA,"begin_repeat_ztsNCjoPm","3","Quercus","Present","30x30m","main"
"1663",1,16,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1664",1,17,NA,"begin_repeat_ztsNCjoPm","1","Quercus","Present","30x30m","main"
"1665",1,18,NA,"begin_repeat_ztsNCjoPm","1","Qercus","Present","30x30m","main"
"1666",1,19,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1667",1,20,NA,"begin_repeat_ztsNCjoPm","3","Quercus","Present","30x30m","main"
"1668",2,20,NA,"begin_repeat_ztsNCjoPm","2","Carpinus betulus","Present","30x30m","main"
"1669",3,20,NA,"begin_repeat_ztsNCjoPm","4","Pinus sp","Present","30x30m","main"
"1670",1,21,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1671",1,22,NA,"begin_repeat_ztsNCjoPm","7","Quercus","Present","30x30m","main"
"1672",2,22,NA,"begin_repeat_ztsNCjoPm","1","Carpinus betulus","Present","30x30m","main"
"1673",1,23,NA,"begin_repeat_ztsNCjoPm","4","Carpinus betulus","Present","30x30m","main"
"1674",2,23,NA,"begin_repeat_ztsNCjoPm","5","Quercus","Present","30x30m","main"
"1675",1,24,NA,"begin_repeat_ztsNCjoPm","10","Betula pendula","Present","30x30m","main"
"1676",2,24,NA,"begin_repeat_ztsNCjoPm","1","Quercus","Present","30x30m","main"
"1677",1,25,NA,"begin_repeat_ztsNCjoPm","1","Quercus","Present","30x30m","main"
"1678",2,25,NA,"begin_repeat_ztsNCjoPm","6","Carpinus betulus","Present","30x30m","main"
"1679",1,26,NA,"begin_repeat_ztsNCjoPm","4","Carpinus betulus","Present","30x30m","main"
"1680",1,27,NA,"begin_repeat_ztsNCjoPm","1","Quercus","Present","30x30m","main"
"1681",2,27,NA,"begin_repeat_ztsNCjoPm","6","Carpinus betulus","Present","30x30m","main"
"1682",3,27,NA,"begin_repeat_ztsNCjoPm","3","Betula sp","Present","30x30m","main"
"1683",1,28,NA,"begin_repeat_ztsNCjoPm","1","quercus","Present","30x30m","main"
"1684",2,28,NA,"begin_repeat_ztsNCjoPm","1","Carpinus betulus","Present","30x30m","main"
"1685",3,28,NA,"begin_repeat_ztsNCjoPm","1","Pinus sp","Present","30x30m","main"
"1686",1,29,NA,"begin_repeat_ztsNCjoPm","2","Pinus sp","Present","30x30m","main"
"1687",2,29,NA,"begin_repeat_ztsNCjoPm","1","Betula sp","Present","30x30m","main"
"1688",1,30,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1689",1,31,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1690",1,32,NA,"begin_repeat_ztsNCjoPm","12","Acer pseudoplatanus","Present","30x30m","main"
"1691",2,32,NA,"begin_repeat_ztsNCjoPm","4","Carpinus betulus","Present","30x30m","main"
"1692",3,32,NA,"begin_repeat_ztsNCjoPm","2","Fagus silvatica","Present","30x30m","main"
"1693",4,32,NA,"begin_repeat_ztsNCjoPm","3","Talia cordata","Present","30x30m","main"
"1694",5,32,NA,"begin_repeat_ztsNCjoPm","1","Quercus","Present","30x30m","main"
"1695",1,33,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1696",1,34,NA,"begin_repeat_ztsNCjoPm","1","Quercus","Present","30x30m","main"
"1697",1,35,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1698",1,36,NA,"begin_repeat_ztsNCjoPm","1","Prunus avium","Present","30x30m","main"
"1699",1,37,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1700",1,38,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1701",1,39,NA,"begin_repeat_ztsNCjoPm","4","Prunus avium","Present","30x30m","main"
"1702",1,40,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1703",1,41,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1704",1,42,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1705",1,43,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1706",1,44,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1707",1,45,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1708",1,46,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1709",1,47,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1710",1,48,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1711",1,49,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1712",1,50,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1713",1,51,NA,"begin_repeat_ztsNCjoPm","5","Cecropia peltata","Present","30x30m","main"
"1714",2,51,NA,"begin_repeat_ztsNCjoPm","1","Taxus baccata","Present","30x30m","main"
"1715",3,51,NA,"begin_repeat_ztsNCjoPm","2","Inga spuria","Present","30x30m","main"
"1716",4,51,NA,"begin_repeat_ztsNCjoPm","1","Juglans  regia","Present","30x30m","main"
"1717",5,51,NA,"begin_repeat_ztsNCjoPm","3","Mameyito","Present","30x30m","main"
"1718",6,51,NA,"begin_repeat_ztsNCjoPm","1","Gliricidia sepium","Present","30x30m","main"
"1719",7,51,NA,"begin_repeat_ztsNCjoPm","3","Crescentia alata","Present","30x30m","main"
"1720",8,51,NA,"begin_repeat_ztsNCjoPm","3","Persea caerulea","Present","30x30m","main"
"1721",9,51,NA,"begin_repeat_ztsNCjoPm","1","Cedrela odorata L.","Present","30x30m","main"
"1722",10,51,NA,"begin_repeat_ztsNCjoPm","1","Dracaena fragrans","Present","30x30m","main"
"1723",1,52,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1724",1,53,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1725",1,54,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1726",1,55,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1727",1,56,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1728",1,57,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1729",1,58,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1730",1,59,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1731",1,60,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1732",1,61,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1733",1,62,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1734",1,63,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1735",1,64,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1736",1,65,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1737",1,66,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1738",1,67,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1739",1,68,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1740",1,69,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1741",1,70,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1742",1,71,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1743",1,72,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1744",1,73,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1745",1,74,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1746",1,75,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1747",1,76,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1748",1,77,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1749",1,78,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1750",1,79,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1751",1,80,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1752",1,81,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1753",1,82,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1754",1,83,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1755",1,84,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1756",1,85,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1757",1,86,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1758",1,87,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1759",1,88,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1760",1,89,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1761",1,90,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1762",1,91,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1763",1,92,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1764",1,93,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1765",1,94,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1766",1,95,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1767",1,96,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1768",1,97,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1769",1,98,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1770",1,99,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1771",1,100,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1772",1,101,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1773",1,102,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1774",1,103,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1775",1,104,NA,"begin_repeat_ztsNCjoPm",NA,NA,NA,"30x30m","main"
"1776",1,1,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1777",1,2,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1778",1,3,NA,"begin_repeat_ELDOiv5Dr","1","Prunus avium","Present","3x3m within 30x30m","main"
"1779",2,3,NA,"begin_repeat_ELDOiv5Dr","2","Quercus robur","planted","3x3m within 30x30m","main"
"1780",1,4,NA,"begin_repeat_ELDOiv5Dr","8","Quercus robur","naturally_regenerating","3x3m within 30x30m","main"
"1781",1,5,NA,"begin_repeat_ELDOiv5Dr","2","Quercus robur","planted","3x3m within 30x30m","main"
"1782",2,5,NA,"begin_repeat_ELDOiv5Dr","1","Quercus robur","naturally_regenerating","3x3m within 30x30m","main"
"1783",3,5,NA,"begin_repeat_ELDOiv5Dr","3","Populus","naturally_regenerating","3x3m within 30x30m","main"
"1784",4,5,NA,"begin_repeat_ELDOiv5Dr","1","Carpinus betulus","naturally_regenerating","3x3m within 30x30m","main"
"1785",1,6,NA,"begin_repeat_ELDOiv5Dr","2","Sorbus torminalis","planted","3x3m within 30x30m","main"
"1786",2,6,NA,"begin_repeat_ELDOiv5Dr","2","Quercus robur","planted","3x3m within 30x30m","main"
"1787",3,6,NA,"begin_repeat_ELDOiv5Dr","2","Carpinus betulus","naturally_regenerating","3x3m within 30x30m","main"
"1788",1,7,NA,"begin_repeat_ELDOiv5Dr","2","Quercus robur","planted","3x3m within 30x30m","main"
"1789",1,8,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1790",1,9,NA,"begin_repeat_ELDOiv5Dr","4","Populis","naturally_regenerating","3x3m within 30x30m","main"
"1791",2,9,NA,"begin_repeat_ELDOiv5Dr","2","Querus","Present","3x3m within 30x30m","main"
"1792",3,9,NA,"begin_repeat_ELDOiv5Dr","2","Sorbus totminalis",NA,"3x3m within 30x30m","main"
"1793",1,10,NA,"begin_repeat_ELDOiv5Dr","4","Quercus","naturally_regenerating","3x3m within 30x30m","main"
"1794",1,11,NA,"begin_repeat_ELDOiv5Dr","4","Quercus","naturally_regenerating","3x3m within 30x30m","main"
"1795",1,12,NA,"begin_repeat_ELDOiv5Dr","1","Populus sp","Present","3x3m within 30x30m","main"
"1796",2,12,NA,"begin_repeat_ELDOiv5Dr","1","Quercus","naturally_regenerating","3x3m within 30x30m","main"
"1797",1,13,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1798",1,14,NA,"begin_repeat_ELDOiv5Dr","2","Larix decidua","planted","3x3m within 30x30m","main"
"1799",1,15,NA,"begin_repeat_ELDOiv5Dr","1","Fraises exelsion","Present","3x3m within 30x30m","main"
"1800",1,16,NA,"begin_repeat_ELDOiv5Dr","3","Quercus","naturally_regenerating","3x3m within 30x30m","main"
"1801",1,17,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1802",1,18,NA,"begin_repeat_ELDOiv5Dr","1","Carpinus betulus","Present","3x3m within 30x30m","main"
"1803",2,18,NA,"begin_repeat_ELDOiv5Dr","2","Douglas","planted","3x3m within 30x30m","main"
"1804",1,19,NA,"begin_repeat_ELDOiv5Dr","3","Acer campestris","naturally_regenerating","3x3m within 30x30m","main"
"1805",1,20,NA,"begin_repeat_ELDOiv5Dr","1","Carpinus betulus","naturally_regenerating","3x3m within 30x30m","main"
"1806",2,20,NA,"begin_repeat_ELDOiv5Dr","1","Quercus","Present","3x3m within 30x30m","main"
"1807",3,20,NA,"begin_repeat_ELDOiv5Dr","5","Tibia cordata","naturally_regenerating","3x3m within 30x30m","main"
"1808",1,21,NA,"begin_repeat_ELDOiv5Dr","4","Talia cordata","naturally_regenerating","3x3m within 30x30m","main"
"1809",1,22,NA,"begin_repeat_ELDOiv5Dr","3","Carpinus betulus","Present","3x3m within 30x30m","main"
"1810",2,22,NA,"begin_repeat_ELDOiv5Dr","2","Quercus","naturally_regenerating","3x3m within 30x30m","main"
"1811",1,23,NA,"begin_repeat_ELDOiv5Dr","4","Quercus","naturally_regenerating","3x3m within 30x30m","main"
"1812",2,23,NA,"begin_repeat_ELDOiv5Dr","2","Carpinus betulus","Present","3x3m within 30x30m","main"
"1813",3,23,NA,"begin_repeat_ELDOiv5Dr","2","Sorbus aucuparia","naturally_regenerating","3x3m within 30x30m","main"
"1814",1,24,NA,"begin_repeat_ELDOiv5Dr","3","Quercus","naturally_regenerating","3x3m within 30x30m","main"
"1815",2,24,NA,"begin_repeat_ELDOiv5Dr","2","Carpinus betulus","naturally_regenerating","3x3m within 30x30m","main"
"1816",3,24,NA,"begin_repeat_ELDOiv5Dr","2","Talia cordata","naturally_regenerating","3x3m within 30x30m","main"
"1817",1,25,NA,"begin_repeat_ELDOiv5Dr","2","Quercus","naturally_regenerating","3x3m within 30x30m","main"
"1818",2,25,NA,"begin_repeat_ELDOiv5Dr","2","Carpinus betulus","naturally_regenerating","3x3m within 30x30m","main"
"1819",1,26,NA,"begin_repeat_ELDOiv5Dr","2","Populus","naturally_regenerating","3x3m within 30x30m","main"
"1820",1,27,NA,"begin_repeat_ELDOiv5Dr","4","Carpinus betulus","naturally_regenerating","3x3m within 30x30m","main"
"1821",2,27,NA,"begin_repeat_ELDOiv5Dr",NA,"Quercus","naturally_regenerating","3x3m within 30x30m","main"
"1822",1,28,NA,"begin_repeat_ELDOiv5Dr","2","Quercus","naturally_regenerating","3x3m within 30x30m","main"
"1823",2,28,NA,"begin_repeat_ELDOiv5Dr","2","Carpinus betulus","Present","3x3m within 30x30m","main"
"1824",1,29,NA,"begin_repeat_ELDOiv5Dr","2","Carpinus","naturally_regenerating","3x3m within 30x30m","main"
"1825",2,29,NA,"begin_repeat_ELDOiv5Dr","2","Populus sp","naturally_regenerating","3x3m within 30x30m","main"
"1826",1,30,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1827",1,31,NA,"begin_repeat_ELDOiv5Dr","2","Quercus","Present","3x3m within 30x30m","main"
"1828",1,32,NA,"begin_repeat_ELDOiv5Dr","6","Acer pseudoplatanus","naturally_regenerating","3x3m within 30x30m","main"
"1829",2,32,NA,"begin_repeat_ELDOiv5Dr","1","Quercus","naturally_regenerating","3x3m within 30x30m","main"
"1830",3,32,NA,"begin_repeat_ELDOiv5Dr","2","Prunus avium","naturally_regenerating","3x3m within 30x30m","main"
"1831",4,32,NA,"begin_repeat_ELDOiv5Dr","3","Carpinus betulus","naturally_regenerating","3x3m within 30x30m","main"
"1832",1,33,NA,"begin_repeat_ELDOiv5Dr","1","Prunus avium","Present","3x3m within 30x30m","main"
"1833",2,33,NA,"begin_repeat_ELDOiv5Dr","1","Carpinus betulus","naturally_regenerating","3x3m within 30x30m","main"
"1834",1,34,NA,"begin_repeat_ELDOiv5Dr","2","Populus","Present","3x3m within 30x30m","main"
"1835",1,35,NA,"begin_repeat_ELDOiv5Dr","1","Carpinus betulus","naturally_regenerating","3x3m within 30x30m","main"
"1836",2,35,NA,"begin_repeat_ELDOiv5Dr","1","Prunus avium","Present","3x3m within 30x30m","main"
"1837",1,36,NA,"begin_repeat_ELDOiv5Dr","1","Acer campestre","Present","3x3m within 30x30m","main"
"1838",2,36,NA,"begin_repeat_ELDOiv5Dr","1","Acer pseudoplatanus","Present","3x3m within 30x30m","main"
"1839",1,37,NA,"begin_repeat_ELDOiv5Dr","1","Quercus robur","Present","3x3m within 30x30m","main"
"1840",1,38,NA,"begin_repeat_ELDOiv5Dr","1","Quercus robur","Present","3x3m within 30x30m","main"
"1841",1,39,NA,"begin_repeat_ELDOiv5Dr","1","Quercus robur","Present","3x3m within 30x30m","main"
"1842",1,40,NA,"begin_repeat_ELDOiv5Dr",NA,NA,"Present","3x3m within 30x30m","main"
"1843",2,40,NA,"begin_repeat_ELDOiv5Dr",NA,NA,"Present","3x3m within 30x30m","main"
"1844",3,40,NA,"begin_repeat_ELDOiv5Dr",NA,NA,"planted","3x3m within 30x30m","main"
"1845",1,41,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1846",1,42,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1847",1,43,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1848",1,44,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1849",1,45,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1850",1,46,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1851",1,47,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1852",1,48,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1853",1,49,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1854",1,50,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1855",1,51,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1856",1,52,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1857",1,53,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1858",1,54,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1859",1,55,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1860",1,56,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1861",1,57,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1862",1,58,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1863",1,59,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1864",1,60,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1865",1,61,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1866",1,62,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1867",1,63,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1868",1,64,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1869",1,65,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1870",1,66,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1871",1,67,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1872",1,68,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1873",1,69,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1874",1,70,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1875",1,71,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1876",1,72,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1877",1,73,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1878",1,74,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1879",1,75,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1880",1,76,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1881",1,77,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1882",1,78,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1883",1,79,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1884",1,80,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1885",1,81,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1886",1,82,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1887",1,83,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1888",1,84,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1889",1,85,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1890",1,86,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1891",1,87,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1892",1,88,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1893",1,89,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1894",1,90,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1895",1,91,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1896",1,92,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1897",1,93,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1898",1,94,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1899",1,95,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1900",1,96,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1901",1,97,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1902",1,98,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1903",1,99,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1904",1,100,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1905",1,101,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1906",1,102,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1907",1,103,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1908",1,104,NA,"begin_repeat_ELDOiv5Dr",NA,NA,NA,"3x3m within 30x30m","main"
"1909",1,1,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1910",1,2,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1911",1,3,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1912",1,4,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1913",1,5,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1914",1,6,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1915",1,7,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
"1916",1,8,NA,"begin_repeat_YDvKUvA32","4","Prunus avium","Present","10x10m","main"
"1917",1,9,NA,"begin_repeat_YDvKUvA32",NA,NA,NA,"10x10m","main"
