OBJECTID *,Shape *,Site_ID,Country,Org_Name,Site_Name,MERGE_SRC,Site Area (ha),Shape_Length,Shape_Area
701,Polygon ZM,"1,651",Colombia,CI COLOMBIA,G10,MUSESI_TERRAMATCH_SEPT,1.2332,0.004107,0.000001
702,Polygon ZM,"1,652",Colombia,CI COLOMBIA,G12,MUSESI_TERRAMATCH_SEPT,1.1313,0.004299,0.000001
703,Polygon ZM,"1,653",Colombia,CI COLOMBIA,G14,MUSESI_TERRAMATCH_SEPT,2.2426,0.006515,0.000002
704,Polygon ZM,"1,714",Colombia,CI COLOMBIA,G21,MUSESI_TERRAMATCH_SEPT,0.1771,0.001631,0
705,Polygon ZM,"1,715",Colombia,CI COLOMBIA,G22,MUSESI_TERRAMATCH_SEPT,0.5698,0.003323,0
706,Polygon ZM,"1,718",Colombia,CI COLOMBIA,L15,MUSESI_TERRAMATCH_SEPT,1.2293,0.0042,0.000001
707,Polygon ZM,"1,719",Colombia,CI COLOMBIA,L35,MUSESI_TERRAMATCH_SEPT,0.4972,0.002857,0
708,Polygon ZM,"1,720",Colombia,CI COLOMBIA,M07,MUSESI_TERRAMATCH_SEPT,0.3438,0.002019,0
709,Polygon ZM,"1,721",Colombia,CI COLOMBIA,M15,MUSESI_TERRAMATCH_SEPT,1.0221,0.003867,0.000001
710,Polygon ZM,"1,722",Colombia,CI COLOMBIA,M35,MUSESI_TERRAMATCH_SEPT,1.1471,0.004191,0.000001
711,Polygon ZM,"1,724",Colombia,CI COLOMBIA,N12,MUSESI_TERRAMATCH_SEPT,3.1669,0.008265,0.000003
712,Polygon ZM,"1,725",Colombia,CI COLOMBIA,N13,MUSESI_TERRAMATCH_SEPT,0.9967,0.003812,0.000001
713,Polygon ZM,"1,726",Colombia,CI COLOMBIA,N14,MUSESI_TERRAMATCH_SEPT,1.569,0.004687,0.000001
714,Polygon ZM,"1,727",Colombia,CI COLOMBIA,N15,MUSESI_TERRAMATCH_SEPT,3.9211,0.008092,0.000003
715,Polygon ZM,"1,728",Colombia,CI COLOMBIA,N16,MUSESI_TERRAMATCH_SEPT,1.3342,0.004392,0.000001
716,Polygon ZM,"1,729",Colombia,CI COLOMBIA,N17,MUSESI_TERRAMATCH_SEPT,1.2174,0.003999,0.000001
717,Polygon ZM,"1,742",Philippines,CI Philippines,Kayasan ancestral domain in Puerto Princesa Subterranean River National Park,Philippines_Merged2022_2023Sites_8.8.2023,153.1425,0.175737,0.000126
718,Polygon ZM,"1,743",Brazil,ISA,Comunidade Gabiroto-RESEXRioXingu - Plantio 2022,Batch_2_2023_Brazil_Clean,14.8528,0.024465,0.000012
719,Polygon ZM,"1,743",Philippines,CI Philippines,Kayasan ancestral domain in Puerto Princesa Subterranean River National Park,Philippines_Merged2022_2023Sites_8.8.2023,3.9979,0.008544,0.000003
720,Polygon ZM,"1,910",Cambodia,CI-Cambodia,Ou Ta Prok 6,CAMBODIA_MERGE_8_29_23,49.856,0.028891,0.000041
721,Polygon ZM,"1,911",Cambodia,CI-Cambodia,Kampong Prak 04,CAMBODIA_MERGE_8_29_23,14.8498,0.018314,0.000012
722,Polygon ZM,"1,912",Cambodia,CI-Cambodia,Kampong Prak 6,CAMBODIA_MERGE_8_29_23,3.5858,0.013994,0.000003
723,Polygon ZM,"1,913",Cambodia,CI-Cambodia,Anlong Reang 2,CAMBODIA_MERGE_8_29_23,15.4741,0.015471,0.000013
724,Polygon ZM,"1,914",Cambodia,CI-Cambodia,Pov Veuy 3,CAMBODIA_MERGE_8_29_23,1.1132,0.004004,0.000001
725,Polygon ZM,"1,917",Brazil,GANB - Flagship,PARNA A,Batch_2_2023_Brazil_Clean,57.5768,0.122769,0.000049
726,Polygon ZM,"1,918",Brazil,GANB - Flagship,PARNA B,Batch_2_2023_Brazil_Clean,122.6046,0.179905,0.000104
727,Polygon ZM,"1,980",Colombia,CI COLOMBIA,C30,MUSESI_TERRAMATCH_SEPT,0.3695,0.002255,0
728,Polygon ZM,"1,981",Colombia,CI COLOMBIA,L38,MUSESI_TERRAMATCH_SEPT,1.3941,0.004233,0.000001
729,Polygon ZM,"1,982",Brazil,GANB - Flagship,SITIO 4,Batch_2_2023_Brazil_Clean,112.9454,0.039274,0.000096
730,Polygon ZM,"1,985",Colombia,CI COLOMBIA,M18,MUSESI_TERRAMATCH_SEPT,0.9126,0.004854,0.000001
731,Polygon ZM,"1,986",Colombia,CI COLOMBIA,N02,MUSESI_TERRAMATCH_SEPT,1.2515,0.004143,0.000001
732,Polygon ZM,"1,987",Philippines,CI Philippines,Marufinas Ancestral Domain in Puerto Princesa Subterranean River National Park,Philippines_Merged2022_2023Sites_8.8.2023,106.4629,0.135763,0.000088
733,Polygon ZM,"1,988",Brazil,GANB - Flagship,SITIO 1,Batch_2_2023_Brazil_Clean,30.1329,0.035424,0.000026
734,Polygon ZM,"1,989",Brazil,GANB - Flagship,SITIO 2,Batch_2_2023_Brazil_Clean,85.8906,0.184745,0.000073
735,Polygon ZM,"1,990",Brazil,GANB - Flagship,SITIO 3,Batch_2_2023_Brazil_Clean,25.0665,0.025487,0.000021
736,Polygon ZM,"1,991",Brazil,GANB - Flagship,SITIO 5,Batch_2_2023_Brazil_Clean,22.531,0.028513,0.000019
737,Polygon ZM,"1,992",Brazil,GANB - Flagship,SITIO 6,Batch_2_2023_Brazil_Clean,18.511,0.028351,0.000016
738,Polygon ZM,"1,993",Brazil,GANB - Flagship,SITIO 7,Batch_2_2023_Brazil_Clean,13.4257,0.029913,0.000011
739,Polygon ZM,"1,994",Brazil,GANB - Flagship,SITIO 8,Batch_2_2023_Brazil_Clean,4.2876,0.012455,0.000004
740,Polygon ZM,"1,995",Brazil,GANB - Flagship,SITIO 9,Batch_2_2023_Brazil_Clean,4.8455,0.016278,0.000004
741,Polygon ZM,"1,996",Brazil,GANB - Flagship,SITIO 10,Batch_2_2023_Brazil_Clean,15.2902,0.029103,0.000013
742,Polygon ZM,"1,997",Brazil,GANB - Flagship,SITIO 11,Batch_2_2023_Brazil_Clean,4.6166,0.014845,0.000004
743,Polygon ZM,"1,998",Brazil,GANB - Flagship,SITIO 12,Batch_2_2023_Brazil_Clean,2.4751,0.006487,0.000002
744,Polygon ZM,"1,999",Brazil,GANB - Flagship,SITIO 13,Batch_2_2023_Brazil_Clean,3.3039,0.009622,0.000003
745,Polygon ZM,"2,000",Brazil,GANB - Flagship,SITIO 14,Batch_2_2023_Brazil_Clean,4.315,0.007638,0.000004
746,Polygon ZM,"2,001",Brazil,GANB - Flagship,SITIO 15,Batch_2_2023_Brazil_Clean,3.0962,0.006495,0.000003
747,Polygon ZM,"2,002",Colombia,CI COLOMBIA,M27,MUSESI_TERRAMATCH_SEPT,0.3746,0.00222,0
748,Polygon ZM,"2,003",Colombia,CI COLOMBIA,M32,MUSESI_TERRAMATCH_SEPT,3.3186,0.010566,0.000003
749,Polygon ZM,"2,004",Colombia,CI COLOMBIA,N01,MUSESI_TERRAMATCH_SEPT,1.5917,0.00504,0.000001
750,Polygon ZM,"2,005",Colombia,CI COLOMBIA,N03,MUSESI_TERRAMATCH_SEPT,0.981,0.004022,0.000001
751,Polygon ZM,"2,006",Colombia,CI COLOMBIA,N05,MUSESI_TERRAMATCH_SEPT,0.8422,0.005372,0.000001
752,Polygon ZM,"2,007",United States of America,Martin County Legacy Coal Mine Restoration Project,Martin County_CI 23-1,Batch_2_2023_USA_Clean,4.5358,0.012868,0.000005
753,Polygon ZM,"2,007",United States of America,Martin County Legacy Coal Mine Restoration Project,Martin County_CI 23-2,Batch_2_2023_USA_Clean,5.4839,0.013364,0.000006
754,Polygon ZM,"2,007",United States of America,Martin County Legacy Coal Mine Restoration Project,Martin County_CI 23-3,Batch_2_2023_USA_Clean,13.0516,0.016821,0.000013
755,Polygon ZM,"2,007",United States of America,Martin County Legacy Coal Mine Restoration Project,Martin County_CI 23-4,Batch_2_2023_USA_Clean,34.0375,0.069348,0.000035
756,Polygon ZM,"2,007",United States of America,Martin County Legacy Coal Mine Restoration Project,Martin County_CI 23-5,Batch_2_2023_USA_Clean,2.6036,0.006666,0.000003
757,Polygon ZM,"2,013",Colombia,CI COLOMBIA,N06,MUSESI_TERRAMATCH_SEPT,2.1728,0.00725,0.000002
758,Polygon ZM,"2,014",Colombia,CI COLOMBIA,N07,MUSESI_TERRAMATCH_SEPT,2.0308,0.005088,0.000002
759,Polygon ZM,"2,015",Colombia,CI COLOMBIA,N08,MUSESI_TERRAMATCH_SEPT,1.8022,0.005684,0.000001
760,Polygon ZM,"2,016",Colombia,CI COLOMBIA,N09,MUSESI_TERRAMATCH_SEPT,1.8977,0.00534,0.000002
761,Polygon ZM,"2,017",Colombia,CI COLOMBIA,N10,MUSESI_TERRAMATCH_SEPT,0.527,0.002781,0
762,Polygon ZM,"2,018",Colombia,CI COLOMBIA,N11,MUSESI_TERRAMATCH_SEPT,1.1688,0.004458,0.000001
763,Polygon ZM,"2,019",Colombia,CI COLOMBIA,L08,MUSESI_TERRAMATCH_SEPT,2.8161,0.006565,0.000002
764,Polygon ZM,"2,020",Colombia,CI COLOMBIA,L09,MUSESI_TERRAMATCH_SEPT,3.46,0.009724,0.000003
765,Polygon ZM,"2,022",Colombia,CI COLOMBIA,L21,MUSESI_TERRAMATCH_SEPT,1.1115,0.004292,0.000001
766,Polygon ZM,"2,023",Colombia,CI COLOMBIA,L22,MUSESI_TERRAMATCH_SEPT,3.6821,0.00913,0.000003
767,Polygon ZM,"2,024",Brazil,ISA,Fazenda Guariba - Sítio 1 - Plantio 2022,Batch_2_2023_Brazil_Clean,26.9373,0.0813,0.000022
768,Polygon ZM,"2,025",Brazil,ISA,Fazenda Guariba - Sitio 2 - Plantio 2022,Batch_2_2023_Brazil_Clean,4.3005,0.015136,0.000004
769,Polygon ZM,"2,026",Brazil,ISA,Fazenda Guariba - Sitio 3 - Plantio 2022,Batch_2_2023_Brazil_Clean,2.7448,0.007792,0.000002
770,Polygon ZM,"2,027",Colombia,CI COLOMBIA,I06,MUSESI_TERRAMATCH_SEPT,0.456,0.002474,0
771,Polygon ZM,"2,028",Colombia,CI COLOMBIA,I18,MUSESI_TERRAMATCH_SEPT,1.3339,0.005444,0.000001
772,Polygon ZM,"2,029",Colombia,CI COLOMBIA,C26,MUSESI_TERRAMATCH_SEPT,0.1775,0.001828,0
773,Polygon ZM,"2,030",Colombia,CI COLOMBIA,C28,MUSESI_TERRAMATCH_SEPT,1.7633,0.008157,0.000001
774,Polygon ZM,"2,031",Colombia,CI COLOMBIA,C29,MUSESI_TERRAMATCH_SEPT,1.1281,0.004409,0.000001
775,Polygon ZM,"2,033",Colombia,CI COLOMBIA,E08,MUSESI_TERRAMATCH_SEPT,2.4494,0.005751,0.000002
776,Polygon ZM,"2,034",Colombia,CI COLOMBIA,E44,MUSESI_TERRAMATCH_SEPT,0.2823,0.001969,0
777,Polygon ZM,"2,035",Colombia,CI COLOMBIA,F23,MUSESI_TERRAMATCH_SEPT,2.2868,0.00662,0.000002
778,Polygon ZM,"2,037",Colombia,CI COLOMBIA,F42,MUSESI_TERRAMATCH_SEPT,2.0582,0.006087,0.000002
779,Polygon ZM,"2,038",Colombia,CI COLOMBIA,G02,MUSESI_TERRAMATCH_SEPT,1.5926,0.005291,0.000001
780,Polygon ZM,"2,039",Colombia,CI COLOMBIA,G05,MUSESI_TERRAMATCH_SEPT,0.7739,0.004833,0.000001
781,Polygon ZM,"2,040",Colombia,CI COLOMBIA,G19,MUSESI_TERRAMATCH_SEPT,0.8539,0.003782,0.000001
782,Polygon ZM,"2,041",Colombia,CI COLOMBIA,G13,MUSESI_TERRAMATCH_SEPT,0.8514,0.003425,0.000001
783,Polygon ZM,"2,042",Colombia,CI COLOMBIA,F25,MUSESI_TERRAMATCH_SEPT,1.4025,0.004731,0.000001
784,Polygon ZM,"2,048",Brazil,ISA,Fazenda Santa Izabel - Plantio 2022,Batch_2_2023_Brazil_Clean,13.0532,0.019727,0.000011
785,Polygon ZM,"2,049",Brazil,MDPS - Flagship,Site 1 (Fazenda Alamo),Batch_2_2023_Brazil_Clean,31.2963,0.080699,0.000026
786,Polygon ZM,"2,050",Brazil,MDPS - Flagship,Site 2 (FAZENDA ALAMO),Batch_2_2023_Brazil_Clean,14.471,0.065797,0.000012
787,Polygon ZM,"2,051",Brazil,MDPS - Flagship,Site 3 (FAZENDA ALAMO),Batch_2_2023_Brazil_Clean,3.4487,0.012414,0.000003
788,Polygon ZM,"2,052",Brazil,MDPS - Flagship,Site 4 (FAZENDA ALAMO),Batch_2_2023_Brazil_Clean,10.389,0.023815,0.000009
789,Polygon ZM,"2,053",Brazil,MDPS - Flagship,Site 5 (FAZENDA ALAMO),Batch_2_2023_Brazil_Clean,16.7597,0.044986,0.000014
790,Polygon ZM,"2,054",Brazil,MDPS - Flagship,Site 6 (FAZENDA ALAMO),Batch_2_2023_Brazil_Clean,10.5226,0.020486,0.000009
791,Polygon ZM,"2,055",Brazil,MDPS - Flagship,Site 7 (FAZENDA ALAMO),Batch_2_2023_Brazil_Clean,8.4897,0.033208,0.000007
792,Polygon ZM,"2,056",Brazil,MDPS - Flagship,Site 8 (FAZENDA ALAMO),Batch_2_2023_Brazil_Clean,10.2537,0.050132,0.000009
793,Polygon ZM,"2,057",Brazil,MDPS - Flagship,Site 9 (FAZENDA ALAMO),Batch_2_2023_Brazil_Clean,54.8911,0.282366,0.000046
794,Polygon ZM,"2,058",Brazil,MDPS - Flagship,Site 10 Rancho Guillen,Batch_2_2023_Brazil_Clean,1.2951,0.005576,0.000001
795,Polygon ZM,"2,059",Brazil,MDPS - Flagship,Site 11 Rancho Guillen,Batch_2_2023_Brazil_Clean,2.2447,0.013549,0.000002
796,Polygon ZM,"2,060",Brazil,MDPS - Flagship,Site 12 Rancho Guillen,Batch_2_2023_Brazil_Clean,0.3531,0.002531,0
797,Polygon ZM,"2,061",Brazil,MDPS - Flagship,Site 13 Rancho Guillen,Batch_2_2023_Brazil_Clean,13.8651,0.047259,0.000012
798,Polygon ZM,"2,073",Brazil,MDPS - Flagship,Site 14 Fazenda Genebra,Batch_2_2023_Brazil_Clean,4.7282,0.013615,0.000004
799,Polygon ZM,"2,074",Brazil,MDPS - Flagship,Site 15 Fazenda Genebra,Batch_2_2023_Brazil_Clean,1.4757,0.005108,0.000001
800,Polygon ZM,"2,075",Brazil,MDPS - Flagship,Site 16 Fazenda Genebra,Batch_2_2023_Brazil_Clean,16.0398,0.022957,0.000014
801,Polygon ZM,"2,076",Brazil,CICLOS - Flagship,Parque Nacional do Descobrimento - Área 18,Batch_2_2023_Brazil_Clean,170.0496,0.094346,0.000144
802,Polygon ZM,"2,077",Brazil,CERT,CES RIOTERRA-CBCA 01,CES Rioterra-CBCA 01_02_boundary,19.5826,0.025023,0.000016
803,Polygon ZM,"2,078",Brazil,CERT,CES RIOTERRA-CBCA 02,CES Rioterra-CBCA 01_02_boundary,68.452,0.077486,0.000056
804,Polygon ZM,"2,099",Cambodia,CI-Cambodia,Kampong Prak7,CAMBODIA_MERGE_8_29_23,7.2787,0.010386,0.000006
805,Polygon ZM,"2,100",Cambodia,CI-Cambodia,Ou Ta Prok7,CAMBODIA_MERGE_8_29_23,5.8767,0.014882,0.000005
806,Polygon ZM,"2,101",Cambodia,CI-Cambodia,Srey Chek1,CAMBODIA_MERGE_8_29_23,5.1129,0.008621,0.000004
807,Polygon ZM,"2,102",Cambodia,CI-Cambodia,Kampong Prak8,CAMBODIA_MERGE_8_29_23,32.3015,0.020738,0.000027
808,Polygon ZM,"2,103",Cambodia,CI-Cambodia,Ou Ta Prok8,CAMBODIA_MERGE_8_29_23,28.7705,0.026563,0.000024
809,Polygon ZM,"2,104",Cambodia,CI-Cambodia,Pov Veuy4,CAMBODIA_MERGE_8_29_23,10.4349,0.013061,0.000009
810,Polygon ZM,"2,105",Cambodia,CI-Cambodia,Peam Bang 3,CAMBODIA_MERGE_8_29_23,1.5958,0.00486,0.000001
811,Polygon ZM,"2,106",Cambodia,CI-Cambodia,Pov Veuy 5,CAMBODIA_MERGE_8_29_23,10.2065,0.013581,0.000008
812,Polygon ZM,"2,107",Cambodia,CI-Cambodia,Peam Bang 4,CAMBODIA_MERGE_8_29_23,3.0308,0.007045,0.000003
813,Polygon ZM,"2,109",Colombia,CI COLOMBIA,J06-1,MUSESI_TERRAMATCH_SEPT,1.5703,0.004755,0.000001
814,Polygon ZM,"2,110",Colombia,CI COLOMBIA,J09-1,MUSESI_TERRAMATCH_SEPT,1.0641,0.004267,0.000001
815,Polygon ZM,"2,111",Colombia,CI COLOMBIA,J10-1,MUSESI_TERRAMATCH_SEPT,0.0895,0.002453,0
816,Polygon ZM,"2,112",Colombia,CI COLOMBIA,J13-1,MUSESI_TERRAMATCH_SEPT,0.5981,0.003112,0
817,Polygon ZM,"2,113",Colombia,CI COLOMBIA,J14-1,MUSESI_TERRAMATCH_SEPT,137.4417,0.044149,0.000114
818,Polygon ZM,"2,114",Colombia,CI COLOMBIA,J17-1,MUSESI_TERRAMATCH_SEPT,0.2078,0.00244,0
819,Polygon ZM,"2,115",Colombia,CI COLOMBIA,L01-1,MUSESI_TERRAMATCH_SEPT,0.429,0.003972,0
820,Polygon ZM,"2,116",Colombia,CI COLOMBIA,L05-1,MUSESI_TERRAMATCH_SEPT,0.7121,0.00342,0.000001
