"Organization_Name","Site_ID","count_Y0","count_Y25","count_Y5","restored_Y25","restored_Y5"
"UCIRI","1558",NA,NA,NA,NA,NA
"UCIRI","1566",NA,NA,NA,NA,NA
"UCIRI","1569-1",NA,NA,NA,NA,NA
"UCIRI","1586",NA,NA,NA,NA,NA
"UCIRI","1587",NA,NA,NA,NA,NA
"UCIRI","1589",NA,NA,NA,NA,NA
"UCIRI","538",NA,NA,NA,NA,NA
"UCIRI","549",NA,NA,NA,NA,NA
"UCIRI","_1 Godofredo m",NA,NA,NA,NA,NA
"Wells for Zoe","180",NA,NA,NA,NA,NA
"test","1",NA,NA,NA,NA,NA
"CUCOS","1453",NA,NA,NA,NA,NA
