"Species","matched_name2","score","data_source_title"
"Pinus sylvestris","Pinus sylvestris",NA,NA
"Quercus robar","Quercus robar",NA,NA
"Populus","Populus",0.75,"The International Plant Names Index"
"Prunus avium","Prunus avium",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus","Quercus",0.75,"The International Plant Names Index"
"Carpinus betulus","Carpinus betulus",0.988,"The International Plant Names Index"
"Pinus","Pinus",0.75,"Tropicos - Missouri Botanical Garden"
"Betula pendula","Betula pendula",0.988,"The International Plant Names Index"
"Betula","Betula",0.75,"Tropicos - Missouri Botanical Garden"
"Acer pseudoplatanus","Acer pseudoplatanus",0.988,"Tropicos - Missouri Botanical Garden"
"Fagus silvatica","Fagus silvatica",0.988,"Tropicos - Missouri Botanical Garden"
"Tilia cordata","Tilia cordata",0.75,"Tropicos - Missouri Botanical Garden"
"Cecropia peltata","Cecropia peltata",0.988,"Tropicos - Missouri Botanical Garden"
"Taxus baccata","Taxus baccata",0.988,"The International Plant Names Index"
"Inga spuria","Inga spuria",0.988,"The International Plant Names Index"
"Juglans regia","Juglans regia",0.988,"Tropicos - Missouri Botanical Garden"
"Garcinia intermedia","Garcinia intermedia",NA,NA
"Gliricidia sepium","Gliricidia sepium",0.988,"Tropicos - Missouri Botanical Garden"
"Crescentia alata","Crescentia alata",0.988,"Tropicos - Missouri Botanical Garden"
"Persea caerulea","Persea caerulea",0.988,"Tropicos - Missouri Botanical Garden"
"Cedrela odorata","Cedrela odorata",NA,NA
"Dracaena fragrans","Dracaena fragrans",0.988,"The International Plant Names Index"
"Bursera simaruba","Bursera simaruba",0.988,"The International Plant Names Index"
"Spondias mombin","Spondias mombin",0.988,"Tropicos - Missouri Botanical Garden"
"Persea americana","Persea americana",0.988,"Tropicos - Missouri Botanical Garden"
"Citrus","Citrus",0.75,"Tropicos - Missouri Botanical Garden"
"Inga vera","Inga vera",0.988,"The International Plant Names Index"
"Dendropanax","Dendropanax",0.75,"Tropicos - Missouri Botanical Garden"
"Mangifera","Mangifera",0.75,"The International Plant Names Index"
"Cupania dentata","Cupania dentata",0.75,"Tropicos - Missouri Botanical Garden"
"Annona squamosa","Annona squamosa",0.988,"The International Plant Names Index"
"Croton draco","Croton draco",0.988,"The International Plant Names Index"
"Liquidambar styraciflua","Liquidambar styraciflua",0.988,"The International Plant Names Index"
"Citrus hystrix","Citrus hystrix",0.999,"Tropicos - Missouri Botanical Garden"
"Zanthoxylum rhoifolium","Zanthoxylum rhoifolium",0.988,"The International Plant Names Index"
"Hibiscus elatus","Hibiscus elatus",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus xalapensis","Quercus xalapensis",0.988,"The International Plant Names Index"
"Pinus chiapensis","Pinus chiapensis",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus robur","Quercus robur",0.988,"The International Plant Names Index"
"Avicennia marina","Avicennia marina",NA,NA
"Sorbus torminalis","Sorbus torminalis",0.988,"Tropicos - Missouri Botanical Garden"
"Sorbus aucuparia","Sorbus aucuparia",0.988,"Tropicos - Missouri Botanical Garden"
"Carpinus","Carpinus",0.75,"The International Plant Names Index"
"Acer campestre","Acer campestre",0.988,"Tropicos - Missouri Botanical Garden"
"Diphysa americana","Diphysa americana",0.988,"Tropicos - Missouri Botanical Garden"
"Larix decidua","Larix decidua",0.988,"The International Plant Names Index"
"Atriplex canescens","Atriplex canescens",0.988,"Tropicos - Missouri Botanical Garden"
"Tectona grandis","Tectona grandis",0.988,"Tropicos - Missouri Botanical Garden"
"Intsia bijuga","Intsia bijuga",0.988,"Tropicos - Missouri Botanical Garden"
"Eugenia montalbanica","Eugenia montalbanica",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus rugosa","Quercus rugosa",0.999,"Tropicos - Missouri Botanical Garden"
"Guazuma ulmifolia","Guazuma ulmifolia",0.988,"The International Plant Names Index"
"Coffea arabica","Coffea arabica",0.75,"Tropicos - Missouri Botanical Garden"
"Brosimum alicastrum","Brosimum alicastrum",0.988,"Tropicos - Missouri Botanical Garden"
"Beilschmiedia riparia","Beilschmiedia riparia",0.988,"Tropicos - Missouri Botanical Garden"
"Faidherbia albida","Faidherbia albida",0.988,"Tropicos - Missouri Botanical Garden"
"Khaya anthotheca","Khaya anthotheca",NA,NA
"Acacia polyacantha","Acacia polyacantha",NA,NA
"Dipterocarpus grandiflorus","Dipterocarpus grandiflorus",0.988,"Tropicos - Missouri Botanical Garden"
"Swietenia","Swietenia",0.75,"Tropicos - Missouri Botanical Garden"
"Pouteria villamilii","Pouteria villamilii",0.988,"Tropicos - Missouri Botanical Garden"
"Diospyros blancoi","Diospyros blancoi",0.988,"Tropicos - Missouri Botanical Garden"
"Bauhinia","Bauhinia",0.75,"The International Plant Names Index"
"Afzelia quanzensis","Afzelia quanzensis",0.75,"Tropicos - Missouri Botanical Garden"
"Pterocarpus indicus","Pterocarpus indicus",0.988,"Tropicos - Missouri Botanical Garden"
"Trachylobium verrucosum","Trachylobium verrucosum",0.988,"Tropicos - Missouri Botanical Garden"
"Hevea brasiliensis","Hevea brasiliensis",0.75,"Tropicos - Missouri Botanical Garden"
"Cassia siamea","Cassia siamea",0.988,"Tropicos - Missouri Botanical Garden"
"Pentaclethra macrophylla","Pentaclethra macrophylla",0.988,"Tropicos - Missouri Botanical Garden"
"Cassia floribunda","Cassia floribunda",0.988,"The International Plant Names Index"
"Trachylobium","Trachylobium",0.75,"The International Plant Names Index"
"Dracaena reflexa","Dracaena reflexa",0.988,"The International Plant Names Index"
"Harungana madagascariensis","Harungana madagascariensis",0.75,"Tropicos - Missouri Botanical Garden"
"Ficus reflexa","Ficus reflexa",0.988,"The International Plant Names Index"
"Albizia lebbeck","Albizia lebbeck",0.988,"Tropicos - Missouri Botanical Garden"
"Nuxia capitata","Nuxia capitata",0.988,"Tropicos - Missouri Botanical Garden"
"Syzygium aromaticum","Syzygium aromaticum",0.988,"Tropicos - Missouri Botanical Garden"
"Coffea","Coffea",0.75,"The International Plant Names Index"
"Litchi","Litchi",0.75,"Tropicos - Missouri Botanical Garden"
"Mangifera indica","Mangifera indica",0.988,"Tropicos - Missouri Botanical Garden"
"Spondias dulcis","Spondias dulcis",0.75,"Tropicos - Missouri Botanical Garden"
"Intsia","Intsia",0.75,"Tropicos - Missouri Botanical Garden"
"Spondias","Spondias",0.75,"Tropicos - Missouri Botanical Garden"
"Citrus sinensis","Citrus sinensis",0.75,"Tropicos - Missouri Botanical Garden"
"Albizia","Albizia",0.75,"The International Plant Names Index"
"Harungana","Harungana",0.75,"The International Plant Names Index"
"Albizia gummifera","Albizia gummifera",0.75,"Tropicos - Missouri Botanical Garden"
"Albizzia lebbeck","Albizzia lebbeck",0.988,"Tropicos - Missouri Botanical Garden"
"Eriobotrya japonica","Eriobotrya japonica",0.75,"Tropicos - Missouri Botanical Garden"
"Syzygium verrucosum","Syzygium verrucosum",NA,"Manual validation"
"Artocarpus heterophyllus","Artocarpus heterophyllus",0.988,"Tropicos - Missouri Botanical Garden"
"Malus","Malus",0.75,"The International Plant Names Index"
"Entada chrysostachys","Entada chrysostachys",0.988,"Tropicos - Missouri Botanical Garden"
"Vanilla planifolia","Vanilla planifolia",0.75,"Tropicos - Missouri Botanical Garden"
"Eucalyptus robusta","Eucalyptus robusta",0.988,"The International Plant Names Index"
"Litchi chinensis","Litchi chinensis",0.988,"Tropicos - Missouri Botanical Garden"
"Brachylaena perrieri","Brachylaena perrieri",0.988,"Tropicos - Missouri Botanical Garden"
"Psiadia altissima","Psiadia altissima",0.988,"Tropicos - Missouri Botanical Garden"
"Ampalis madagascariensis","Ampalis madagascariensis",0.988,"Tropicos - Missouri Botanical Garden"
"Weinmannia madagascariensis","Weinmannia madagascariensis",0.988,"Tropicos - Missouri Botanical Garden"
"Trema orientalis","Trema orientalis",0.988,"Tropicos - Missouri Botanical Garden"
"Grevillea","Grevillea",NA,"Manual validation"
"Tina striata","Tina striata",0.988,"Tropicos - Missouri Botanical Garden"
"Ficus lutea","Ficus lutea",0.988,"Tropicos - Missouri Botanical Garden"
"Pachytrophe obovata","Pachytrophe obovata",0.988,"Tropicos - Missouri Botanical Garden"
"Psidium guayava","Psidium guayava",0.75,"Tropicos - Missouri Botanical Garden"
"Tina gelonium","Tina gelonium",0.988,"Tropicos - Missouri Botanical Garden"
"Psidium","Psidium",0.75,"Tropicos - Missouri Botanical Garden"
"Thecacoris madagascariensis","Thecacoris madagascariensis",0.75,"Tropicos - Missouri Botanical Garden"
"Eucalyptus","Eucalyptus",0.75,"The International Plant Names Index"
"Gnidia danguyana","Gnidia danguyana",0.988,"Tropicos - Missouri Botanical Garden"
"Macaranga obovata","Macaranga obovata",0.988,"Tropicos - Missouri Botanical Garden"
"Entada louvelii","Entada louvelii",0.75,"Tropicos - Missouri Botanical Garden"
"Malus domestica","Malus domestica",0.988,"Tropicos - Missouri Botanical Garden"
"Weinmannia","Weinmannia",NA,"Manual validation"
"Eugenia hirta","Eugenia hirta",0.988,"Tropicos - Missouri Botanical Garden"
"Musa","Musa",0.75,"Tropicos - Missouri Botanical Garden"
"Psorospermum amplifolium","Psorospermum amplifolium",0.988,"Tropicos - Missouri Botanical Garden"
"Phyllarthron madagascariensis","Phyllarthron madagascariensis",0.75,"Tropicos - Missouri Botanical Garden"
"Ficus rubra","Ficus rubra",0.988,"The International Plant Names Index"
"Haronga madagascariensis","Haronga madagascariensis",0.75,"Tropicos - Missouri Botanical Garden"
"Ficus megapoda","Ficus megapoda",0.75,"Tropicos - Missouri Botanical Garden"
"Leucaena","Leucaena",0.75,"The International Plant Names Index"
"Cafe","Cafe",0.75,"Tropicos - Missouri Botanical Garden"
"Trachydium verrucosum","Trachydium verrucosum",0.75,"Tropicos - Missouri Botanical Garden"
"Prunus persica","Prunus persica",0.988,"The International Plant Names Index"
"Coffea robusta","Coffea robusta",0.988,"Tropicos - Missouri Botanical Garden"
"Baudouinia fluggeiformis","Baudouinia fluggeiformis",NA,"Manual validation"
"Weinmannia rutenbergii","Weinmannia rutenbergii",0.75,"Tropicos - Missouri Botanical Garden"
"Thilachium angustifolium","Thilachium angustifolium",0.988,"Tropicos - Missouri Botanical Garden"
"Dracaena","Dracaena",0.75,"Tropicos - Missouri Botanical Garden"
"Ficus polita","Ficus polita",0.988,"The International Plant Names Index"
"Coffea millotii","Coffea millotii",0.75,"Tropicos - Missouri Botanical Garden"
"Makus sp","Malus",NA,"Manual validation"
"Coffea mangoroensis","Coffea mangoroensis",0.75,"Tropicos - Missouri Botanical Garden"
"Caffea","Caffea",0.75,"The International Plant Names Index"
"Morus alba","Morus alba",0.988,"The International Plant Names Index"
"Grewia baillonii","Grewia baillonii",0.988,"Tropicos - Missouri Botanical Garden"
"Protorhus ditimena","Protorhus ditimena",0.988,"Tropicos - Missouri Botanical Garden"
"Erythroxylum sphaeranthum","Erythroxylum sphaeranthum",0.75,"Tropicos - Missouri Botanical Garden"
"Papaya","Papaya",0.75,"Tropicos - Missouri Botanical Garden"
"Piper nigrum","Piper nigrum",0.988,"Tropicos - Missouri Botanical Garden"
"Intsia madagascariensis","Intsia madagascariensis",0.988,"Tropicos - Missouri Botanical Garden"
"Trema humbertii","Trema humbertii",0.988,"Tropicos - Missouri Botanical Garden"
"Eugenia cloiselii","Eugenia cloiselii",NA,"Manual validation"
"Eugenia","Eugenia",0.75,"Tropicos - Missouri Botanical Garden"
"Tambourissa madagascariensis","Tambourissa madagascariensis",0.988,"Tropicos - Missouri Botanical Garden"
"Casearia corymbosa","Casearia corymbosa",0.75,"Tropicos - Missouri Botanical Garden"
"Cordia alliodora","Cordia alliodora",0.988,"The International Plant Names Index"
"Tabebuia rosea","Tabebuia rosea",0.988,"Tropicos - Missouri Botanical Garden"
"Cocos nucifera","Cocos nucifera",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus rubra","Quercus rubra",0.988,"The International Plant Names Index"
"Pinus strobus","Pinus strobus",0.988,"The International Plant Names Index"
"Platanus occidentalis","Platanus occidentalis",NA,"Manual validation"
"Prunus americana","Prunus americana",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus montana","Quercus montana",0.988,"Tropicos - Missouri Botanical Garden"
"Prunus serotina","Prunus serotina",0.988,"Tropicos - Missouri Botanical Garden"
"Robinia pseudoacacia","Robinia pseudoacacia",0.988,"The International Plant Names Index"
"Castanea dentata","Castanea dentata",0.75,"Tropicos - Missouri Botanical Garden"
"Corylus americana","Corylus americana",0.988,"The International Plant Names Index"
"Quercus velutina","Quercus velutina",0.988,"The International Plant Names Index"
"Pinus virginiana","Pinus virginiana",0.988,"The International Plant Names Index"
"Quercus alba","Quercus alba",0.988,"Tropicos - Missouri Botanical Garden"
"Bauhinia variegata","Bauhinia variegata",NA,NA
"Artocarpus blancoi","Artocarpus blancoi",NA,NA
"Buchanania arborescens","Buchanania arborescens",NA,NA
"Buchanania nitida","Buchanania nitida",0.988,"Tropicos - Missouri Botanical Garden"
"Alstonia scholaris","Alstonia scholaris",NA,NA
"Artocarpus anisophyllus","Artocarpus anisophyllus",NA,NA
"Sandoricum vidalii","Sandoricum vidalii",NA,NA
"Tristaniopsis decorticata","Tristaniopsis decorticata",NA,NA
"Acacia mangium","Acacia mangium",0.988,"The International Plant Names Index"
"Alangium javanicum","Alangium javanicum",0.988,"Tropicos - Missouri Botanical Garden"
"Litsea glutinosa","Litsea glutinosa",0.988,"Tropicos - Missouri Botanical Garden"
"Myristica philippinensis","Myristica philippinensis",0.988,"The International Plant Names Index"
"Mitrephora lanotan","Mitrephora lanotan",0.988,"Tropicos - Missouri Botanical Garden"
"Palaquium luzoniense","Palaquium luzoniense",0.988,"Tropicos - Missouri Botanical Garden"
"Dysoxylum cumingianum","Dysoxylum cumingianum",0.988,"Tropicos - Missouri Botanical Garden"
"Neonauclea formicaria","Neonauclea formicaria",0.988,"Tropicos - Missouri Botanical Garden"
"Kokoona ochracea","Kokoona ochracea",0.988,"Tropicos - Missouri Botanical Garden"
"Sapium luzonicum","Sapium luzonicum",0.988,"Tropicos - Missouri Botanical Garden"
"Calophyllum blancoi","Calophyllum blancoi",NA,NA
"Terminalia calamansanai","Terminalia calamansanai",0.988,"The International Plant Names Index"
"Toona calantas","Toona calantas",0.988,"The International Plant Names Index"
"Goniocheton arborescens","Goniocheton arborescens",0.988,"Tropicos - Missouri Botanical Garden"
"Tritaxis malayana","Tritaxis malayana",0.988,"Tropicos - Missouri Botanical Garden"
"Syzygium antisepticum","Syzygium antisepticum",0.988,"Tropicos - Missouri Botanical Garden"
"Pometia pinnata","Pometia pinnata",0.988,"Tropicos - Missouri Botanical Garden"
"Atuna racemosa","Atuna racemosa",0.988,"The International Plant Names Index"
"Beilschmiedia glomerata","Beilschmiedia glomerata",0.75,"Tropicos - Missouri Botanical Garden"
"Nephelium rambutan","Nephelium rambutan",0.988,"Tropicos - Missouri Botanical Garden"
"Pangium edule","Pangium edule",0.988,"Tropicos - Missouri Botanical Garden"
"Dehaasia triandra","Dehaasia triandra",0.988,"Tropicos - Missouri Botanical Garden"
"Swintonia foxworthyi","Swintonia foxworthyi",0.988,"Tropicos - Missouri Botanical Garden"
"Syzygium nervosum","Syzygium nervosum",0.988,"Tropicos - Missouri Botanical Garden"
"Terminalia nitens","Terminalia nitens",NA,NA
"Dimorphocalyx luzoniensis","Dimorphocalyx luzoniensis",0.988,"Tropicos - Missouri Botanical Garden"
"Butea monosperma","Butea monosperma",0.988,"Tropicos - Missouri Botanical Garden"
"Azadirachta indica","Azadirachta indica",0.988,"Tropicos - Missouri Botanical Garden"
"Acacia auriculiformis","Acacia auriculiformis",0.988,"The International Plant Names Index"
"Inga edulis","Inga edulis",0.988,"The International Plant Names Index"
"Ternstroemia sylvatica","Ternstroemia sylvatica",0.75,"Tropicos - Missouri Botanical Garden"
"Vernonia patens","Vernonia patens",0.988,"Tropicos - Missouri Botanical Garden"
"Bursera copallifera","Bursera copallifera",0.988,"Tropicos - Missouri Botanical Garden"
"Cochlospermum vitifolium","Cochlospermum vitifolium",0.988,"Tropicos - Missouri Botanical Garden"
"Haematoxylum campechianum","Haematoxylum campechianum",0.75,"Tropicos - Missouri Botanical Garden"
"Enterolobium cyclocarpum","Enterolobium cyclocarpum",0.75,"Tropicos - Missouri Botanical Garden"
"Ulmus mexicana","Ulmus mexicana",0.988,"Tropicos - Missouri Botanical Garden"
"Conostegia xalapensis","Conostegia xalapensis",0.75,"Tropicos - Missouri Botanical Garden"
"Leucaena leucocephala","Leucaena leucocephala",0.988,"The International Plant Names Index"
"Chrysophyllum cainito","Chrysophyllum cainito",0.75,"Tropicos - Missouri Botanical Garden"
"Pinus oocarpa","Pinus oocarpa",0.988,"The International Plant Names Index"
"Byrsonima crassifolia","Byrsonima crassifolia",0.75,"Tropicos - Missouri Botanical Garden"
"Acacia caven","Acacia caven",0.988,"Tropicos - Missouri Botanical Garden"
"Dalbergia calderonii","Dalbergia calderonii",0.988,"Tropicos - Missouri Botanical Garden"
"Platymisciun dimhorphan","Platymisciun dimhorphan",NA,NA
"Sapindus saponaria","Sapindus saponaria",0.988,"Tropicos - Missouri Botanical Garden"
"Psidium sartorianum","Psidium sartorianum",0.988,"The International Plant Names Index"
"Trichilia trifolia","Trichilia trifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Crescentia cujete","Crescentia cujete",0.988,"Tropicos - Missouri Botanical Garden"
"Erythrina coralloides","Erythrina coralloides",0.988,"Tropicos - Missouri Botanical Garden"
"Ficus petiolaris","Ficus petiolaris",0.988,"The International Plant Names Index"
"Lonchocarpus rugosus","Lonchocarpus rugosus",0.988,"The International Plant Names Index"
"Ceiba pentandra","Ceiba pentandra",0.988,"The International Plant Names Index"
"Perymenium grande","Perymenium grande",0.988,"The International Plant Names Index"
"Cojoba arborea","Cojoba arborea",0.988,"Tropicos - Missouri Botanical Garden"
"Cochlolospermun vitifolium","Cochlolospermun vitifolium",NA,NA
"Guatemala","Guatemala",0.75,"The International Plant Names Index"
"Malpighia glabra","Malpighia glabra",0.75,"Tropicos - Missouri Botanical Garden"
"Leucaena esculenta","Leucaena esculenta",0.988,"The International Plant Names Index"
"Prunus salicifolia","Prunus salicifolia",0.988,"The International Plant Names Index"
"Psidium guajava","Psidium guajava",0.988,"Tropicos - Missouri Botanical Garden"
"Cupressus lusitanica lindleyi","Cupressus lusitanica lindleyi",0.999,"Tropicos - Missouri Botanical Garden"
"Citrus aurantiifolia","Citrus aurantiifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Pseudosmodingium multifolium","Pseudosmodingium multifolium",0.988,"Tropicos - Missouri Botanical Garden"
"Ternstroemia luquillensis","Ternstroemia luquillensis",0.988,"Tropicos - Missouri Botanical Garden"
"Verbesina myriocephala","Verbesina myriocephala",0.75,"Tropicos - Missouri Botanical Garden"
"Platanus mexicana","Platanus mexicana",0.988,"Tropicos - Missouri Botanical Garden"
"Acacia collinsii","Acacia collinsii",0.988,"Tropicos - Missouri Botanical Garden"
"Manga","Manga",0.75,"The International Plant Names Index"
"Annonaceae","Annonaceae",NA,NA
"Guayaba","Guayaba",0.75,"Tropicos - Missouri Botanical Garden"
"Quercus skinneri","Quercus skinneri",NA,NA
"Ochroma pyramidale","Ochroma pyramidale",0.988,"The International Plant Names Index"
"Platanos","Platanos",0.5,"The International Plant Names Index"
"Nispero","Nispero",0.75,"Tropicos - Missouri Botanical Garden"
"Astronium graveolens","Astronium graveolens",0.988,"The International Plant Names Index"
"Ulmus","Ulmus",0.75,"The International Plant Names Index"
"Ficus aurea","Ficus aurea",0.988,"The International Plant Names Index"
"Inga jinicuil","Inga jinicuil",0.988,"Tropicos - Missouri Botanical Garden"
"Calycophyllum candidissimum","Calycophyllum candidissimum",0.75,"Tropicos - Missouri Botanical Garden"
"Annona macroprophyllata","Annona macroprophyllata",0.988,"Tropicos - Missouri Botanical Garden"
"Sideroxylon capiri","Sideroxylon capiri",NA,NA
"Quercus candicans","Quercus candicans",0.988,"The International Plant Names Index"
"Platymiscium dimorphandrum","Platymiscium dimorphandrum",0.75,"Tropicos - Missouri Botanical Garden"
"Andira inermis","Andira inermis",0.75,"Tropicos - Missouri Botanical Garden"
"Ternstroemia lineata","Ternstroemia lineata",0.75,"Tropicos - Missouri Botanical Garden"
"Diospyros digyna","Diospyros digyna",0.75,"Tropicos - Missouri Botanical Garden"
"Styrax argenteus","Styrax argenteus",0.75,"Tropicos - Missouri Botanical Garden"
"Coccoloba acapulcensis","Coccoloba acapulcensis",0.988,"Tropicos - Missouri Botanical Garden"
"Chiranthodendron pentadactylon","Chiranthodendron pentadactylon",0.988,"Tropicos - Missouri Botanical Garden"
"Tabebuia donnell-smithii","Tabebuia donnell-smithii",0.988,"Tropicos - Missouri Botanical Garden"
"Muntingia calabura","Muntingia calabura",0.988,"The International Plant Names Index"
"Manilkara zapota","Manilkara zapota",0.988,"Tropicos - Missouri Botanical Garden"
"Litsea glaucescens","Litsea glaucescens",0.75,"Tropicos - Missouri Botanical Garden"
"Uapaca kirkiana","Uapaca kirkiana",0.75,"Tropicos - Missouri Botanical Garden"
"Ficus","Ficus",NA,NA
"Semecarpus cuneiformis","Semecarpus cuneiformis",NA,NA
"Homalanthus populneus","Homalanthus populneus",0.988,"Tropicos - Missouri Botanical Garden"
"Carallia borneensis","Carallia borneensis",0.988,"Tropicos - Missouri Botanical Garden"
"Pterospermum diversifolium","Pterospermum diversifolium",NA,NA
"Garcinia forbesii","Garcinia forbesii",0.988,"Tropicos - Missouri Botanical Garden"
"Cratoxylum sumatranum","Cratoxylum sumatranum",0.988,"Tropicos - Missouri Botanical Garden"
"Syzygium costulatum","Syzygium costulatum",0.988,"Tropicos - Missouri Botanical Garden"
"Canarium luzonicum","Canarium luzonicum",0.988,"Tropicos - Missouri Botanical Garden"
"Barringtonia asiatica","Barringtonia asiatica",0.988,"Tropicos - Missouri Botanical Garden"
"Ficus nota","Ficus nota",0.988,"Tropicos - Missouri Botanical Garden"
"Macaranga grandifolia","Macaranga grandifolia",0.988,"Tropicos - Missouri Botanical Garden"
"Nephelium lappaceum","Nephelium lappaceum",0.988,"Tropicos - Missouri Botanical Garden"
"Polyscias nodosa","Polyscias nodosa",0.988,"Tropicos - Missouri Botanical Garden"
"Pterocymbium tinctorium","Pterocymbium tinctorium",0.988,"Tropicos - Missouri Botanical Garden"
"Parkia timoriana","Parkia timoriana",0.988,"Tropicos - Missouri Botanical Garden"
"Syzygium xanthophyllum","Syzygium xanthophyllum",0.988,"Tropicos - Missouri Botanical Garden"
"Lagerstroemia speciosa","Lagerstroemia speciosa",0.988,"Tropicos - Missouri Botanical Garden"
"Vitex","Vitex",NA,NA
"Koordersiodendron pinnatum","Koordersiodendron pinnatum",0.988,"The International Plant Names Index"
"Diospyros pyrrhocarpa","Diospyros pyrrhocarpa",0.988,"Tropicos - Missouri Botanical Garden"
"Artocarpus ovatus","Artocarpus ovatus",0.988,"Tropicos - Missouri Botanical Garden"
"Omalanthus fastuosus","Omalanthus fastuosus",0.988,"Tropicos - Missouri Botanical Garden"
"Dysoxylum gaudichaudianum","Dysoxylum gaudichaudianum",0.988,"Tropicos - Missouri Botanical Garden"
"Gomphandra luzoniensis","Gomphandra luzoniensis",0.988,"Tropicos - Missouri Botanical Garden"
"Azadirachta excelsa","Azadirachta excelsa",0.988,"Tropicos - Missouri Botanical Garden"
"Brachystegia","Brachystegia",0.5,"Tropicos - Missouri Botanical Garden"
"Croton urucurana","Croton urucurana",0.988,"Tropicos - Missouri Botanical Garden"
"Saurauia serrata","Saurauia serrata",0.988,"Tropicos - Missouri Botanical Garden"
"Fouquieria splendens","Fouquieria splendens",0.988,"The International Plant Names Index"
"Schinopsis balansae","Schinopsis balansae",0.988,"The International Plant Names Index"
"Persea schiedeana","Persea schiedeana",0.988,"Tropicos - Missouri Botanical Garden"
"Euphorbia macvaughii","Euphorbia macvaughii",0.988,"Tropicos - Missouri Botanical Garden"
"Callistemon citrinus","Callistemon citrinus",0.988,"The International Plant Names Index"
"Trophis racemosa","Trophis racemosa",0.75,"Tropicos - Missouri Botanical Garden"
"Homalium trichostemon","Homalium trichostemon",0.988,"Tropicos - Missouri Botanical Garden"
"Nectandra leucantha","Nectandra leucantha",0.988,"The International Plant Names Index"
"Thouinidium decandrum","Thouinidium decandrum",0.988,"Tropicos - Missouri Botanical Garden"
"Juniperus squamata","Juniperus squamata",0.988,"The International Plant Names Index"
"Ficus benjamina","Ficus benjamina",0.988,"The International Plant Names Index"
"Gynostemma pentaphyllum","Gynostemma pentaphyllum",0.988,"The International Plant Names Index"
"Syzygium jambos","Syzygium jambos",0.988,"Tropicos - Missouri Botanical Garden"
"Dorstenia brasiliensis","Dorstenia brasiliensis",0.988,"The International Plant Names Index"
"Brosimum","Brosimum",0.75,"Tropicos - Missouri Botanical Garden"
"Ficus insipida","Ficus insipida",0.988,"The International Plant Names Index"
"Rhodamnia rubescens","Rhodamnia rubescens",0.988,"Tropicos - Missouri Botanical Garden"
"Pseudobombax ellipticum","Pseudobombax ellipticum",0.988,"The International Plant Names Index"
"Haematoxylum brasiletto","Haematoxylum brasiletto",0.988,"Tropicos - Missouri Botanical Garden"
"Genipa americana","Genipa americana",0.988,"The International Plant Names Index"
"Nectandra lineata","Nectandra lineata",0.988,"Tropicos - Missouri Botanical Garden"
"Theobroma bicolor","Theobroma bicolor",0.988,"Tropicos - Missouri Botanical Garden"
"Inga","Inga",0.75,"Tropicos - Missouri Botanical Garden"
"Amphipterygium adstringens","Amphipterygium adstringens",0.988,"The International Plant Names Index"
"Citrus reticulata","Citrus reticulata",0.988,"Tropicos - Missouri Botanical Garden"
"Aquilaria sinensis","Aquilaria sinensis",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus subspathulata","Quercus subspathulata",0.988,"Tropicos - Missouri Botanical Garden"
"Quercus devia","Quercus devia",0.988,"Tropicos - Missouri Botanical Garden"
"Sebastiania brasiliensis","Sebastiania brasiliensis",0.988,"The International Plant Names Index"
"Hamelia patens","Hamelia patens",0.988,"The International Plant Names Index"
"Trema micrantha","Trema micrantha",0.988,"Tropicos - Missouri Botanical Garden"
"Nectandra","Nectandra",0.75,"Tropicos - Missouri Botanical Garden"
"Fouquieria ochoterenae","Fouquieria ochoterenae",0.988,"Tropicos - Missouri Botanical Garden"
"Hymenaea courbaril","Hymenaea courbaril",0.988,"The International Plant Names Index"
"Annona muricata","Annona muricata",0.988,"The International Plant Names Index"
"Ficus carica","Ficus carica",0.988,"The International Plant Names Index"
"Cedrus","Cedrus",0.75,"Tropicos - Missouri Botanical Garden"
"Prunus domestica","Prunus domestica",0.988,"The International Plant Names Index"
"Annona cherimola","Annona cherimola",0.988,"Tropicos - Missouri Botanical Garden"
"Persea mutisii","Persea mutisii",0.988,"Tropicos - Missouri Botanical Garden"
"Acacia cochliacantha","Acacia cochliacantha",0.988,"The International Plant Names Index"
"Acacia farnesiana","Acacia farnesiana",0.988,"The International Plant Names Index"
"Pterocarpus","Pterocarpus",0.75,"Tropicos - Missouri Botanical Garden"
"Heliocarpus donnellsmithii","Heliocarpus donnellsmithii",0.988,"Tropicos - Missouri Botanical Garden"
"Vachellia collinsii","Vachellia collinsii",0.988,"Tropicos - Missouri Botanical Garden"
"Zanthoxylum riedelianum","Zanthoxylum riedelianum",0.988,"Tropicos - Missouri Botanical Garden"
"Spondias purpurea","Spondias purpurea",0.988,"The International Plant Names Index"
"Sterculia comosa","Sterculia comosa",0.988,"The International Plant Names Index"
"Mangifera altissima","Mangifera altissima",0.988,"Tropicos - Missouri Botanical Garden"
"Barringtonia macrostachya","Barringtonia macrostachya",0.988,"Tropicos - Missouri Botanical Garden"
"Aglaia rimosa","Aglaia rimosa",0.988,"Tropicos - Missouri Botanical Garden"
