"project_country","species","country_name","datasetKey","scientificName","datasetTitle","status_notes","status"
"AU","Acacia dealbata","Australia",NA,NA,NA,NA,"Native"
"AU","Acacia mearnsii","Australia",NA,NA,NA,NA,"Native"
"AU","Eucalyptus amplifolia","Australia",NA,NA,NA,NA,"Native"
"AU","Eucalyptus cinerea","Australia",NA,NA,NA,NA,"Native"
"AU","Eucalyptus dives","Australia",NA,NA,NA,NA,"Native"
"AU","Eucalyptus macrorhyncha","Australia",NA,NA,NA,NA,"Native"
"AU","Eucalyptus melliodora","Australia",NA,NA,NA,NA,"Native"
"KE","trees","Kenya",NA,NA,NA,NA,"Needs further review"
"AU","Allocasuarina verticillata","Australia",NA,NA,NA,NA,"Native"
"AU","Bursaria spinosa","Australia",NA,NA,NA,NA,"Native"
"AU","Eucalyptus ovata","Australia",NA,NA,NA,NA,"Native"
"AU","Eucalyptus viminalis","Australia",NA,NA,NA,NA,"Native"
"AU","Leptospermum continentale","Australia",NA,NA,NA,NA,"Native"
"AU","Leptospermum lanigerum","Australia",NA,NA,NA,NA,"Native"
"AU","Acacia pycnantha","Australia",NA,NA,NA,NA,"Native"
"BR","Alchornea triplinervia","Brazil",NA,NA,NA,NA,"Native"
"BR","Allophylus edulis","Brazil",NA,NA,NA,NA,"Native"
"BR","Andira fraxinifolia","Brazil",NA,NA,NA,NA,"Native"
"BR","Annona coriacea","Brazil",NA,NA,NA,NA,"Native"
"BR","Annona mucosa","Brazil",NA,NA,NA,NA,"Native"
"BR","Annona muricata","Brazil",NA,NA,NA,NA,"Native"
"BR","Araça","Brazil",NA,NA,NA,NA,"Needs further review"
"BR","Arapatiella psilophylla","Brazil",NA,NA,NA,NA,"Native"
"BR","Astronium fraxinifolium","Brazil",NA,NA,NA,NA,"Native"
"BR","Bauhinia forficata","Brazil",NA,NA,NA,NA,"Native"
"BR","Bixa arborea","Brazil",NA,NA,NA,NA,"Native"
"BR","Bixa orellana","Brazil",NA,NA,NA,NA,NA
"BR","Byrsonima sericea","Brazil",NA,NA,NA,NA,NA
"BR","Caderno de capoeira","Brazil",NA,NA,NA,NA,NA
"BR","Caesalpinia echinata","Brazil",NA,NA,NA,NA,NA
"BR","Caesalpinia ferrea","Brazil",NA,NA,NA,NA,NA
"BR","Calophyllum brasiliense","Brazil",NA,NA,NA,NA,NA
"BR","Cambui vermelho","Brazil",NA,NA,NA,NA,NA
"BR","Capororoca","Brazil",NA,NA,NA,NA,NA
"BR","Cariniana legalis","Brazil",NA,NA,NA,NA,NA
"BR","Cecropia","Brazil",NA,NA,NA,NA,NA
"BR","Cedrella odorata","Brazil",NA,NA,NA,NA,NA
"BR","Centrolobium robustum","Brazil",NA,NA,NA,NA,NA
"BR","Chloroleucon tortum","Brazil",NA,NA,NA,NA,NA
"BR","Clarisia racemosa","Brazil",NA,NA,NA,NA,NA
"BR","Copaifera lucens","Brazil",NA,NA,NA,NA,NA
"BR","Cordia magnoliifolia","Brazil",NA,NA,NA,NA,NA
"BR","Cordia trichotoma","Brazil",NA,NA,NA,NA,NA
"BR","Croton urucurana","Brazil",NA,NA,NA,NA,NA
"BR","Citharexylum myrianthum","Brazil",NA,NA,NA,NA,NA
"BR","Dalbergia nigra","Brazil",NA,NA,NA,NA,NA
"BR","Embauba","Brazil",NA,NA,NA,NA,NA
"BR","Embiruçu","Brazil",NA,NA,NA,NA,NA
"BR","Enterolobium contortisiliquum","Brazil",NA,NA,NA,NA,NA
"BR","Eschweilera ovata","Brazil",NA,NA,NA,NA,NA
"BR","Eugenia florida","Brazil",NA,NA,NA,NA,NA
"BR","Eugenia uniflora","Brazil",NA,NA,NA,NA,NA
"BR","Farinha seca","Brazil",NA,NA,NA,NA,NA
"BR","Ficus enormis","Brazil",NA,NA,NA,NA,NA
"BR","Folheiro","Brazil",NA,NA,NA,NA,NA
"BR","Gallesia integrifolia","Brazil",NA,NA,NA,NA,NA
"BR","Gameleira preta","Brazil",NA,NA,NA,NA,NA
"BR","Genipa americana","Brazil",NA,NA,NA,NA,NA
"BR","Gonçalo Alves","Brazil",NA,NA,NA,NA,NA
"BR","Graviola","Brazil",NA,NA,NA,NA,NA
"BR","Guazuma ulmifolia","Brazil",NA,NA,NA,NA,NA
"BR","Handroanthus albus","Brazil",NA,NA,NA,NA,NA
"BR","Hymenaea courbaril","Brazil",NA,NA,NA,NA,NA
"BR","Inga marginata","Brazil",NA,NA,NA,NA,NA
"BR","Inga","Brazil",NA,NA,NA,NA,NA
"BR","Ipê 5 folhas","Brazil",NA,NA,NA,NA,NA
"BR","Jacaranda","Brazil",NA,NA,NA,NA,NA
"BR","Janauba","Brazil",NA,NA,NA,NA,NA
"BR","Joannesia princeps","Brazil",NA,NA,NA,NA,NA
"BR","Libidibia ferrea","Brazil",NA,NA,NA,NA,NA
"BR","Loro Pardo","Brazil",NA,NA,NA,NA,NA
"BR","Loro canela","Brazil",NA,NA,NA,NA,NA
"BR","Machaerium nictitans","Brazil",NA,NA,NA,NA,NA
"BR","Macrolobium bifolium","Brazil",NA,NA,NA,NA,NA
"BR","Manilkara salzmannii","Brazil",NA,NA,NA,NA,NA
"BR","Mozê","Brazil",NA,NA,NA,NA,NA
"BR","Mozer","Brazil",NA,NA,NA,NA,NA
"BR","Mudas sem indentificação","Brazil",NA,NA,NA,NA,NA
"BR","Mussambê","Brazil",NA,NA,NA,NA,NA
"BR","Mutamba","Brazil",NA,NA,NA,NA,NA
"BR","Myrcia rostrata","Brazil",NA,NA,NA,NA,NA
"BR","Nectandra rubra","Brazil",NA,NA,NA,NA,NA
"BR","Oleo Copaiba","Brazil",NA,NA,NA,NA,NA
"BR","Pata de vaca c/m espinho","Brazil",NA,NA,NA,NA,NA
"BR","Pau jangada","Brazil",NA,NA,NA,NA,NA
"BR","Pau sangue","Brazil",NA,NA,NA,NA,NA
"BR","Paubrasilia echinata","Brazil",NA,NA,NA,NA,NA
"BR","Peltophorum dubium","Brazil",NA,NA,NA,NA,NA
"BR","Peschiera fuchsiaefolia","Brazil",NA,NA,NA,NA,NA
"BR","Plathymenia foliolosa","Brazil",NA,NA,NA,NA,NA
"BR","Pouteria bapeba","Brazil",NA,NA,NA,NA,NA
"BR","Pouteria caimito","Brazil",NA,NA,NA,NA,NA
"BR","Protium heptaphyllum","Brazil",NA,NA,NA,NA,NA
"BR","Pseudobombax grandiflorum","Brazil",NA,NA,NA,NA,NA
"BR","Psidium cattleianum","Brazil","21cf83b3-fec6-4c42-95bc-b8555a991bc3",NA,"Global Register of Introduced and Invasive Species - Brazil","potentially introduced",NA
"BR","Psidium guajava","Brazil","21cf83b3-fec6-4c42-95bc-b8555a991bc3",NA,"Global Register of Introduced and Invasive Species - Brazil","potentially introduced",NA
"BR","Pterygota brasiliensis","Brazil",NA,NA,NA,NA,NA
"BR","Pterocarpus rohrii","Brazil",NA,NA,NA,NA,NA
"BR","Pterocarpus violaceus","Brazil",NA,NA,NA,NA,NA
"BR","Pterogyne nitens","Brazil",NA,NA,NA,NA,NA
"BR","Sangra Dágua","Brazil",NA,NA,NA,NA,NA
"BR","Sapucaia","Brazil",NA,NA,NA,NA,NA
"BR","Schinus terebinthifolia","Brazil",NA,NA,NA,NA,NA
"BR","Schinus terebinthifolius","Brazil",NA,NA,NA,NA,NA
"BR","Schizolobium parahyba","Brazil","21cf83b3-fec6-4c42-95bc-b8555a991bc3",NA,"Global Register of Introduced and Invasive Species - Brazil","potentially introduced",NA
"BR","Senna macranthera","Brazil","21cf83b3-fec6-4c42-95bc-b8555a991bc3",NA,"Global Register of Introduced and Invasive Species - Brazil","potentially introduced",NA
"BR","Spondias lutea","Brazil",NA,NA,NA,NA,NA
"BR","Swartzia langsdorffii","Brazil",NA,NA,NA,NA,NA
"BR","Tabebuia heptaphylla","Brazil",NA,NA,NA,NA,NA
"BR","Tabebuia impetiginosa","Brazil",NA,NA,NA,NA,NA
"BR","Tabebuia roseoalba","Brazil",NA,NA,NA,NA,NA
"BR","Tabebuia serratifolia","Brazil",NA,NA,NA,NA,NA
"BR","Tapirira guianensis","Brazil",NA,NA,NA,NA,NA
"BR","Vataireopsis araroba","Brazil",NA,NA,NA,NA,NA
"BR","Zanthoxylum rhoifolium","Brazil",NA,NA,NA,NA,NA
"BR","Zeyheria tuberculosa","Brazil",NA,NA,NA,NA,NA
"AU","Eucalyptus blakelyi","Australia",NA,NA,NA,NA,NA
"AU","Eucalyptus polyanthemos","Australia",NA,NA,NA,NA,NA
"BR","Andira legalis","Brazil",NA,NA,NA,NA,NA
"BR","Himatanthus drasticus","Brazil",NA,NA,NA,NA,NA
"BR","Albizia polycephala","Brazil",NA,NA,NA,NA,NA
"BR","Talisia esculenta","Brazil",NA,NA,NA,NA,NA
"BR","Euterpe oleracea","Brazil","21cf83b3-fec6-4c42-95bc-b8555a991bc3",NA,"Global Register of Introduced and Invasive Species - Brazil","potentially introduced",NA
"BR","Bactris gasipaes","Brazil",NA,NA,NA,NA,NA
"BR","Cedrela fissilis","Brazil",NA,NA,NA,NA,NA
"BR","Tabebuia","Brazil",NA,NA,NA,NA,NA
"BR","Theobroma grandiflorum","Brazil",NA,NA,NA,NA,NA
"BR","Anacardium occidentale","Brazil",NA,NA,NA,NA,NA
"BR","Schizolobium amazonicum","Brazil",NA,NA,NA,NA,NA
"BR","Carapa guianensis","Brazil",NA,NA,NA,NA,NA
"BR","Theobroma cacao","Brazil","21cf83b3-fec6-4c42-95bc-b8555a991bc3",NA,"Global Register of Introduced and Invasive Species - Brazil","potentially introduced",NA
"BR","Dipteryx","Brazil",NA,NA,NA,NA,NA
"BR","Andira","Brazil",NA,NA,NA,NA,NA
"BR","Cordia","Brazil",NA,NA,NA,NA,NA
"BR","Spondias mombin","Brazil",NA,NA,NA,NA,NA
"BR","Swietenia macrophylla","Brazil","21cf83b3-fec6-4c42-95bc-b8555a991bc3",NA,"Global Register of Introduced and Invasive Species - Brazil","potentially introduced",NA
"BR","Copaifera","Brazil",NA,NA,NA,NA,NA
"BR","Trema micrantha","Brazil",NA,NA,NA,NA,NA
"BR","Inga edulis","Brazil",NA,NA,NA,NA,NA
"BR","Inga cylindrica","Brazil",NA,NA,NA,NA,NA
"BR","Unha d cabra c/m espinho (sem identificação)","Brazil",NA,NA,NA,NA,NA
"BR","Sparattanthelium botocudorum","Brazil",NA,NA,NA,NA,NA
"BR","Piptadenia paniculata","Brazil",NA,NA,NA,NA,NA
"BR","Thyrsodium schomburgkianum","Brazil",NA,NA,NA,NA,NA
"BR","Canela folha longa","Brazil",NA,NA,NA,NA,NA
"BR","Jacaranda micrantha","Brazil",NA,NA,NA,NA,NA
"BR","Pradosia atroviolacea","Brazil",NA,NA,NA,NA,NA
"BR","Combuja","Brazil",NA,NA,NA,NA,NA
"BR","Sorocea bonplandii","Brazil",NA,NA,NA,NA,NA
"BR","Eugenia brasiliensis","Brazil",NA,NA,NA,NA,NA
"BR","Ipê verde","Brazil",NA,NA,NA,NA,NA
"BR","Jabuti de macaco","Brazil",NA,NA,NA,NA,NA
"BR","Cariniana","Brazil",NA,NA,NA,NA,NA
"BR","Nectandra rigida","Brazil",NA,NA,NA,NA,NA
"BR","Jaracatia spinosa","Brazil",NA,NA,NA,NA,NA
"BR","Eugenia candolleana","Brazil",NA,NA,NA,NA,NA
"BR","Inga laurina","Brazil",NA,NA,NA,NA,NA
"BR","Unha de cabra","Brazil",NA,NA,NA,NA,NA
"BR","Andira anthelmia","Brazil",NA,NA,NA,NA,NA
"BR","Psidium rufum","Brazil",NA,NA,NA,NA,NA
"BR","Macrosamanea pedicellaris","Brazil",NA,NA,NA,NA,NA
"BR","Dinizia excelsa","Brazil",NA,NA,NA,NA,NA
"BR","Swartzia euxylophora","Brazil",NA,NA,NA,NA,NA
"BR","Euphorbia grantii","Brazil",NA,NA,NA,NA,NA
"PH","Pouteria villamilii","Philippines",NA,NA,NA,NA,NA
"PH","Intsia bijuga","Philippines",NA,NA,NA,NA,NA
"PH","Pterocarpus indicus","Philippines",NA,NA,NA,NA,NA
"PH","Eugenia montalbanica","Philippines",NA,NA,NA,NA,NA
"PH","Pometia pinnata","Philippines",NA,NA,NA,NA,NA
"CG","Millettia laurentii","Democratic Republic of Congo",NA,NA,NA,NA,NA
"CG","Bobgunnia fistuloides","Democratic Republic of Congo",NA,NA,NA,NA,NA
"CG","Dialium pachyphyllum","Democratic Republic of Congo",NA,NA,NA,NA,NA
"CG","Hevea brasiliensis","Democratic Republic of Congo","f6e7601b-3457-4a1b-b5a8-01490566a3b8",NA,"Global Register of Introduced and Invasive Species - Democratic Republic of Congo","potentially introduced",NA
"CG","Uapaca mole","Democratic Republic of Congo",NA,NA,NA,NA,NA
"CG","Pentaclethra macrophylla","Democratic Republic of Congo",NA,NA,NA,NA,NA
"CG","Piptadeniastrum africanum","Democratic Republic of Congo",NA,NA,NA,NA,NA
"KH","Barringtonia acutangula","Cambodia",NA,NA,NA,NA,NA
"KH","Diospyros cambodiana","Cambodia",NA,NA,NA,NA,NA
"ES","Juniperus thurifera","Spain",NA,NA,NA,NA,NA
"ES","Pinus pinea","Spain",NA,NA,NA,NA,NA
"ES","Juniperus oxycedrus","Spain",NA,NA,NA,NA,NA
"ES","Spartium","Spain",NA,NA,NA,NA,NA
"ES","Pinus halepensis","Spain","c7873d63-4c63-419f-8d84-a7a6cb29c5e8",NA,"Global Register of Introduced and Invasive Species - Spain","potentially introduced",NA
"ES","Pinus nigra","Spain",NA,NA,NA,NA,NA
"ES","Quercus ilex","Spain","c7873d63-4c63-419f-8d84-a7a6cb29c5e8",NA,"Global Register of Introduced and Invasive Species - Spain","potentially introduced",NA
"ES","Quercus faginea","Spain",NA,NA,NA,NA,NA
"PH","Dracontomelon dao","Philippines",NA,NA,NA,NA,NA
"PH","Artocarpus blancoi","Philippines",NA,NA,NA,NA,NA
